Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,Age Model,GDGT Data,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.7,0.0105630,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),46.7,9.3,5.2,0.5,33.9,1.3,0.481940144,0.095975232,0.053663571,0.005159959,0.349845201,0.013415893
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.75,0.0106216,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45.5,8.4,4.7,0.5,36.5,1.2,0.470041322,0.08677686,0.048553719,0.005165289,0.377066116,0.012396694
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.8,0.0107678,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45,8.3,5,0.5,37.1,1.4,0.462487153,0.085303186,0.051387461,0.005138746,0.381294964,0.014388489
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.85,0.0109726,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),42.8,8.7,4.7,0.5,39.1,1.5,0.43987667,0.089414183,0.048304214,0.005138746,0.401849949,0.015416238
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.9,0.0111773,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.4,8.3,5.2,0.5,38.1,1.5,0.44742268,0.08556701,0.053608247,0.005154639,0.392783505,0.015463918
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,0.95,0.0113820,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),44.6,8.7,5.6,0.5,36.5,1.4,0.458376156,0.089414183,0.057553957,0.005138746,0.375128469,0.014388489
SO201-2-114KL (Western Bering Sea),59.23,166.99,59.2,167,1,0.0115868,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),44.6,7.9,4.5,0.4,38,1.1,0.462176166,0.081865285,0.046632124,0.004145078,0.393782383,0.011398964
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.01,0.0000447,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),44.2,8.8,5.1,0.5,36.7,1.4,0.457083764,0.091003102,0.052740434,0.005170631,0.379524302,0.014477766
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.11,0.0004919,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),43.9,8.2,5.2,0.5,37.3,1.4,0.45492228,0.084974093,0.05388601,0.005181347,0.386528497,0.014507772
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.21,0.0009390,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),44.7,8.1,5.2,0.5,36.9,1.4,0.46177686,0.083677686,0.053719008,0.005165289,0.381198347,0.01446281
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.31,0.0013861,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),43.1,7.9,5.4,0.4,38.2,1.4,0.447095436,0.081950207,0.056016598,0.004149378,0.39626556,0.014522822
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.41,0.0018333,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),41.3,8.3,5.9,0.5,38.1,1.7,0.431106472,0.086638831,0.061586639,0.005219207,0.397703549,0.017745303
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.51,0.0022804,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),43.4,7.6,5.8,0.5,37.5,1.4,0.451143451,0.079002079,0.06029106,0.005197505,0.38981289,0.014553015
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.61,0.0027276,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),41.3,9.3,6,0.5,38.5,1.6,0.424897119,0.095679012,0.061728395,0.005144033,0.396090535,0.016460905
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.71,0.0031747,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),42.4,9.2,5.7,0.5,36.8,1.5,0.441207076,0.095733611,0.059313215,0.005202914,0.382934443,0.015608741
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.81,0.0036219,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),40.4,9.1,6.6,0.6,36.2,1.9,0.426160338,0.095991561,0.069620253,0.006329114,0.38185654,0.020042194
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,0.91,0.0040690,Holocene,Meghalayan,Max et al. (2012),Meyer et al. (2016),42.7,8.3,6.1,0.5,36.8,1.6,0.444791667,0.086458333,0.063541667,0.005208333,0.383333333,0.016666667
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.01,0.0045161,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),41,9.3,6.6,0.6,36.5,1.9,0.427528676,0.096976017,0.068821689,0.006256517,0.380604797,0.019812304
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.11,0.0049633,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),44.7,8.1,5.2,0.5,36.9,1.4,0.46177686,0.083677686,0.053719008,0.005165289,0.381198347,0.01446281
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.21,0.0054104,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),41.4,9.1,6.7,0.6,36.4,1.8,0.43125,0.094791667,0.069791667,0.00625,0.379166667,0.01875
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.31,0.0058576,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),44,9.7,5.7,0.5,34.2,1.8,0.458811262,0.101147028,0.059436913,0.005213764,0.356621481,0.018769552
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.41,0.0063047,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),41.4,9,6.2,0.5,37.3,1.6,0.43125,0.09375,0.064583333,0.005208333,0.388541667,0.016666667
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.51,0.0067519,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),44.6,8.6,5.3,0.5,35.6,1.5,0.464099896,0.089490114,0.055150884,0.005202914,0.370447451,0.015608741
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.61,0.0071990,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),43.8,8.1,5.2,0.4,36.8,1.3,0.458158996,0.084728033,0.054393305,0.0041841,0.384937238,0.013598326
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.71,0.0076461,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),44,6.3,4,0.3,38.3,1.2,0.467587673,0.066950053,0.04250797,0.003188098,0.407013815,0.012752391
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.81,0.0080933,Holocene,Northgrippian,Max et al. (2012),Meyer et al. (2016),41.2,9.3,6.5,0.5,36.5,1.6,0.430962343,0.097280335,0.067991632,0.005230126,0.381799163,0.016736402
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,1.91,0.0085404,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45,6.4,4.3,0.3,39.9,1,0.464396285,0.066047472,0.044375645,0.003095975,0.411764706,0.010319917
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.01,0.0089876,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),41.6,8.2,6.1,0.5,37.5,1.5,0.4360587,0.085953878,0.0639413,0.00524109,0.393081761,0.01572327
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.11,0.0094039,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),38.4,8.3,5.9,0.4,39.7,1.7,0.406779661,0.087923729,0.0625,0.004237288,0.420550847,0.018008475
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.21,0.0095427,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),40.8,8.1,6.2,0.5,38.1,1.5,0.428571429,0.085084034,0.06512605,0.005252101,0.400210084,0.015756303
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.31,0.0096815,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),38.8,7.6,4.5,0.2,41.1,1.4,0.414529915,0.081196581,0.048076923,0.002136752,0.439102564,0.014957265
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.41,0.0098204,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45.3,8.9,5.4,0.5,33.6,1.5,0.475840336,0.093487395,0.056722689,0.005252101,0.352941176,0.015756303
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.5,0.0099453,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),42.4,7.1,5.1,0.4,38.4,1.2,0.44820296,0.075052854,0.053911205,0.00422833,0.405919662,0.012684989
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.6,0.0100841,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),45.5,8.4,5.5,0.5,33.9,1.7,0.476439791,0.087958115,0.057591623,0.005235602,0.354973822,0.017801047
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.7,0.0102229,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),41.9,6.8,5.4,0.5,38.5,1.5,0.442917548,0.071881607,0.057082452,0.005285412,0.406976744,0.015856237
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.8,0.0103618,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.9,7.6,4.8,0.5,37.3,1.5,0.459205021,0.079497908,0.050209205,0.005230126,0.390167364,0.015690377
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,2.9,0.0105006,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.6,6.3,4.2,0.4,40.1,1.4,0.454166667,0.065625,0.04375,0.004166667,0.417708333,0.014583333
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3,0.0105956,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),44.4,8.7,6,0.5,34.9,1.3,0.463465553,0.090814196,0.06263048,0.005219207,0.364300626,0.013569937
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.1,0.0106467,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),41.2,7.1,4.7,0.4,38.7,1.1,0.442060086,0.076180258,0.050429185,0.004291845,0.415236052,0.011802575
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.2,0.0106978,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),46.5,8,4.5,0.4,33.1,1.1,0.496794872,0.085470085,0.048076923,0.004273504,0.353632479,0.011752137
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.3,0.0107489,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),52.4,7.7,4.7,0.3,30.7,0.8,0.542443064,0.079710145,0.048654244,0.00310559,0.317805383,0.008281573
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.4,0.0108000,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),47.2,7.7,4.1,0.4,32.7,1.1,0.506437768,0.082618026,0.043991416,0.004291845,0.350858369,0.011802575
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.5,0.0109012,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),41.9,6.8,5.4,0.5,38.5,1.5,0.44,0.07,0.06,0.01,0.41,0.02
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.6,0.0110024,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.9,7.6,4.8,0.5,37.3,1.5,0.46,0.08,0.05,0.01,0.39,0.02
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.7,0.0111036,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),43.6,6.3,4.2,0.4,40.1,1.4,0.45,0.07,0.04,0,0.42,0.01
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.81,0.0112149,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),44.4,8.7,6,0.5,34.9,1.3,0.46,0.09,0.06,0.01,0.36,0.01
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,3.9,0.0113060,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),41.2,7.1,4.7,0.4,38.7,1.1,0.44,0.08,0.05,0,0.42,0.01
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,4,0.0114071,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),46.5,8,4.5,0.4,33.1,1.1,0.5,0.09,0.05,0,0.35,0.01
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,4.1,0.0115083,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),52.4,7.7,4.7,0.3,30.7,0.8,0.54,0.08,0.05,0,0.32,0.01
SO201-2-12KL (NW Pacific),53.99,162.38,54,162.4,4.2,0.0116095,Holocene,Greenlandian,Max et al. (2012),Meyer et al. (2016),47.2,7.7,4.1,0.4,32.7,1.1,0.51,0.08,0.04,0,0.35,0.01
