Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,Age Model,GDGT Data,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.13,0.0000360,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),260758,15758,6301,1813,229459,2255,0.505010207,0.030518294,0.01220249,0.003510281,0.444391891,0.004366837
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.13,0.0000371,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),287336,18347,7529,1956,247761,3007,0.507719314,0.032418476,0.013302889,0.003455788,0.437790636,0.005312897
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.14,0.0000382,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),365080,24499,10261,2937,327311,3468,0.497684548,0.033398029,0.013988349,0.004004429,0.446197123,0.004727521
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.14,0.0000393,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),364499,22999,9365,2567,316420,3951,0.506389601,0.031951711,0.013010491,0.003565798,0.439594035,0.005488364
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.15,0.0000403,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),324861,20070,8321,2530,276112,2911,0.511750766,0.031615407,0.013107275,0.003984914,0.43495622,0.004585418
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.15,0.0000414,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),322775,19132,7865,2383,284545,2793,0.504736045,0.029917491,0.012298128,0.003726666,0.444954284,0.004367386
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.16,0.0000425,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),297077,17896,7385,2221,276215,3513,0.491598619,0.029614382,0.012220504,0.003675529,0.457076962,0.005814004
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.16,0.0000436,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),290385,17207,6782,2023,257540,2885,0.503422761,0.029830262,0.011757128,0.003506674,0.446482348,0.005000827
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.17,0.0000447,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),289559,17203,7109,2010,261939,3261,0.498310882,0.02960438,0.012234396,0.003458741,0.450779327,0.005612274
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.17,0.0000460,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),224871,13166,5226,1560,207660,2584,0.49414911,0.0289326,0.0114835,0.003428337,0.456327461,0.005678992
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.18,0.0000473,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),229239,13113,5122,1468,208699,2333,0.49837359,0.028507122,0.011136176,0.003190689,0.453719326,0.005073096
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.18,0.0000487,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),259206,15083,5840,1840,236909,2502,0.497153244,0.028928035,0.011200812,0.003529641,0.454388761,0.004799508
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.19,0.0000501,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),292877,17384,6592,1969,265233,2678,0.499165326,0.029627777,0.011235539,0.003356578,0.452050798,0.004563981
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.19,0.0000515,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),375623,22969,9647,2999,332572,3384,0.502710936,0.030740689,0.012911371,0.004013221,0.445094508,0.004529274
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.2,0.0000528,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),295970,17520,6876,2193,253524,3027,0.511077192,0.030253278,0.01187264,0.003786663,0.437783091,0.005227137
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.2,0.0000542,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),319393,20168,8091,2398,283145,3255,0.50183517,0.031688912,0.012712693,0.003768351,0.444881296,0.005113579
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.21,0.0000556,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),289640,17799,7363,2194,263972,2495,0.496416279,0.030504968,0.012618855,0.003760249,0.452423902,0.004275746
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.21,0.0000569,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),198926,11639,4442,1302,180667,1959,0.498643794,0.029175131,0.011133964,0.0032641,0.452872141,0.00491087
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.22,0.0000583,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),120453,7230,2488,600,108038,1088,0.502104668,0.030137409,0.010369133,0.002502812,0.450351442,0.004534536
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.22,0.0000595,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),166932,9921,3614,884,138793,1591,0.518848382,0.03083572,0.011233956,0.002748547,0.431389208,0.004944186
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.23,0.0000607,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),143735,8592,3167,780,122909,1489,0.512111295,0.030610856,0.011284516,0.002777852,0.437910676,0.005304805
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.23,0.0000618,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),135296,8379,3108,687,120722,1231,0.502169055,0.031099884,0.011537314,0.002548044,0.448076609,0.004569094
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.24,0.0000629,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),109660,6851,2527,555,106868,1290,0.481491829,0.030078893,0.011096013,0.002437614,0.469232521,0.005663131
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.24,0.0000641,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),111846,6815,2450,578,104925,1008,0.491367036,0.029941111,0.010762766,0.002537836,0.460964027,0.004427225
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.25,0.0000652,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),144880,8946,3295,791,130342,1264,0.500418267,0.03090041,0.011379569,0.002731389,0.450204356,0.00436601
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.25,0.0000663,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),172342,10850,3902,1034,155291,1747,0.499303256,0.03143437,0.011303836,0.002995012,0.449901286,0.00506224
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.26,0.0000675,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),132646,7843,2935,788,121366,1369,0.496902202,0.029379283,0.010993727,0.0029533,0.454644226,0.005127261
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.26,0.0000690,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),126526,7643,2767,727,118592,1110,0.491621303,0.029697129,0.010752491,0.002823913,0.460792243,0.00431292
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.27,0.0000708,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),129461,7639,2587,686,124356,1447,0.486373356,0.028698617,0.009720281,0.002577095,0.467195239,0.00543541
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.27,0.0000728,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),145400,8766,2958,833,134308,1329,0.495241854,0.029858223,0.010074917,0.002838043,0.457461638,0.004525323
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.28,0.0000747,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),132235,7874,2659,729,123955,1165,0.492280817,0.029313352,0.009898761,0.002715106,0.461455947,0.004336017
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.28,0.0000765,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),95130,5268,1683,528,89367,745,0.49361343,0.027336925,0.00873298,0.00273864,0.463714811,0.003863213
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.29,0.0000785,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),97539,5381,1728,501,93548,858,0.488782963,0.026966683,0.008657386,0.002510976,0.468782162,0.00429983
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.29,0.0000803,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),93001,5095,1707,493,90396,1031,0.485079857,0.026573897,0.008902188,0.002569284,0.471494735,0.005380038
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.3,0.0000825,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),91146,5002,1607,475,86828,1054,0.489737844,0.026878123,0.008635154,0.002554004,0.466533625,0.005661249
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.31,0.0000860,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),104080,5703,1910,480,98817,857,0.491297561,0.026921152,0.009014254,0.002265499,0.466454447,0.004047087
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.32,0.0000920,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),106259,5833,1881,571,101726,1088,0.488865916,0.026835654,0.008651785,0.002625294,0.468013556,0.005007795
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.33,0.0001001,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),100284,5389,1760,563,95997,938,0.489353532,0.026295196,0.008589232,0.002747398,0.46843765,0.004576992
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.34,0.0001089,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),109686,6047,2023,595,109536,933,0.479356299,0.026427287,0.008839887,0.002599816,0.478697153,0.004079557
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.35,0.0001171,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),117454,6368,2094,617,114706,1158,0.484551427,0.026269451,0.008639077,0.002544,0.473217372,0.004778673
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.36,0.0001237,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),331954,79151,79513,14915,583804,45854,0.292421275,0.06972483,0.07004372,0.013138758,0.514278214,0.040393203
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.37,0.0001287,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),1020326,256209,261736,45502,1709787,142608,0.29693717,0.07456242,0.076170897,0.013242077,0.497585392,0.041502045
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.38,0.0001331,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),951521,233423,239165,44960,1727926,136427,0.285448707,0.070025037,0.071747592,0.013487641,0.518364012,0.040927011
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.39,0.0001376,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),885094,229135,231605,46080,1414881,122798,0.302121831,0.078213936,0.079057057,0.015729147,0.482961626,0.041916403
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.4,0.0001420,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),572604,154390,162306,31194,1047329,92046,0.277980784,0.074951368,0.078794331,0.015143681,0.508444469,0.044685366
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.41,0.0001464,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),806492,185210,208347,39126,1462055,121430,0.285720561,0.065615412,0.073812291,0.013861393,0.517970638,0.043019705
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.42,0.0001509,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),590996,145684,161875,27736,1135899,109780,0.272101364,0.067074591,0.074529114,0.012769974,0.52298098,0.050543976
MSM51-2/20 (Fårö Basin),57.99,19.88,58,19.9,0.42,0.0001542,Holocene,Meghalayan,Kaiser et al. (2020),Wittenborn et al. (2022),697086,149908,176602,32213,1227719,92114,0.293430576,0.0631021,0.074338642,0.013559703,0.516794618,0.038774361
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.01,0.0015180,Holocene,Meghalayan,Dauner et al. (2019),Dauner et al. (2019),289582,70299,83749,15668,578703,53709,0.265255425,0.064393474,0.076713596,0.014351797,0.530088577,0.049197131
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.03,0.0024480,Holocene,Meghalayan,Dauner et al. (2019),Dauner et al. (2019),420897,94007,105093,18726,797745,51132,0.282936945,0.063193735,0.070646007,0.012588061,0.536263108,0.034372143
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.05,0.0033690,Holocene,Meghalayan,Dauner et al. (2019),Dauner et al. (2019),481160,98065,103428,18615,792235,62995,0.309129854,0.063003615,0.06644917,0.01195954,0.508985556,0.040472265
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.07,0.0042830,Holocene,Northgrippian,Dauner et al. (2019),Dauner et al. (2019),865797,171243,175971,32303,1251394,94464,0.334133357,0.066087083,0.06791174,0.01246656,0.482945169,0.03645609
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.09,0.0052400,Holocene,Northgrippian,Dauner et al. (2019),Dauner et al. (2019),1696330,432493,457249,66814,3688356,262279,0.256882654,0.065494302,0.069243211,0.010117936,0.558543844,0.039718053
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.11,0.0062690,Holocene,Northgrippian,Dauner et al. (2019),Dauner et al. (2019),29.17,9.27,11.23,1.45,43.84,5.02,0.291723269,0.092749425,0.112301715,0.014548017,0.43844068,0.050236893
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.13,0.0074410,Holocene,Northgrippian,Dauner et al. (2019),Dauner et al. (2019),28.14,8.6,10.11,1.53,46.47,5.15,0.281387889,0.085996064,0.101123229,0.01530259,0.464676098,0.05151413
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.15,0.0081600,Holocene,Northgrippian,Dauner et al. (2019),Dauner et al. (2019),34.29,9.09,9.77,1.29,41.75,3.82,0.342882972,0.090879583,0.09765008,0.01285639,0.417530495,0.038200481
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.17,0.0089010,Holocene,Greenlandian,Dauner et al. (2019),Dauner et al. (2019),41.99,9.24,8.28,1.01,37.01,2.48,0.419857544,0.092416998,0.082761015,0.010112241,0.370055481,0.024796722
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.19,0.0097640,Holocene,Greenlandian,Dauner et al. (2019),Dauner et al. (2019),0.276174773,0.048639736,0.038746908,0.011816433,0.608134103,0.016488046,0.276174773,0.048639736,0.038746908,0.011816433,0.608134104,0.016488046
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.21,0.0106300,Holocene,Greenlandian,Dauner et al. (2019),Dauner et al. (2019),0.277739331,0.047981546,0.037600923,0.011764706,0.609688581,0.015224913,0.277739331,0.047981546,0.037600923,0.011764706,0.609688581,0.015224913
NAP 63-1 (SW Atlantic),-24.92,-44.35,-24.9,-44.3,0.23,0.0114260,Holocene,Greenlandian,Dauner et al. (2019),Dauner et al. (2019),0.320301147,0.087251833,0.085502148,0.013652872,0.441309411,0.051982589,0.320301147,0.087251833,0.085502148,0.013652872,0.441309411,0.051982589
ODP 1146,19.46,116.27,19.5,116.3,0.01,0.0000000,Holocene,Meghalayan,Auderset et al. (2022),Auderset et al. (2022),0.313436762,0.089042464,0.085380992,0.012806557,0.450131798,0.049201427,0.313436762,0.089042464,0.085380992,0.012806557,0.450131798,0.049201427
ODP 1147,18.84,116.55,18.8,116.5,0.04,0.0002572,Holocene,Meghalayan,Tian et al. (2008),Li et al. (2013),0.307125754,0.083618823,0.086662693,0.014999497,0.458081182,0.049512052,0.307125754,0.083618823,0.086662693,0.014999497,0.458081182,0.049512052
ODP 1147,18.84,116.55,18.8,116.5,0.55,0.0035370,Holocene,Meghalayan,Tian et al. (2008),Li et al. (2013),0.30588689,0.07625711,0.089501887,0.016199113,0.46701327,0.04514173,0.30588689,0.07625711,0.089501887,0.016199113,0.46701327,0.04514173
ODP 1147,18.84,116.55,18.8,116.5,1.01,0.0064952,Holocene,Northgrippian,Tian et al. (2008),Li et al. (2013),0.309925352,0.0826685,0.086856084,0.01524157,0.454077334,0.051231159,0.309925352,0.0826685,0.086856084,0.01524157,0.454077334,0.051231159
ODP 1147,18.84,116.55,18.8,116.5,1.51,0.0097106,Holocene,Greenlandian,Tian et al. (2008),Li et al. (2013),0.289154005,0.112302276,0.121978147,0.016279902,0.398127979,0.06215769,0.289154005,0.112302276,0.121978147,0.016279902,0.398127979,0.06215769
ODP 1229,-10.98,-77.96,-11,-78,0.21,0.0006410,Holocene,Meghalayan,D’Hondt et al. (2003),Lengger et al. (2014),0.305998923,0.094095728,0.100090442,0.013941132,0.430326464,0.055547312,0.305998923,0.094095728,0.100090442,0.013941132,0.430326464,0.055547312
ODP 1229,-10.98,-77.96,-11,-78,0.83,0.0008410,Holocene,Meghalayan,D’Hondt et al. (2003),Lengger et al. (2014),0.302072148,0.110176699,0.12185733,0.015878319,0.382555632,0.067459872,0.302072148,0.110176699,0.12185733,0.015878319,0.382555632,0.067459872
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.02,0.0004300,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.305790277,0.091782756,0.102308312,0.015368717,0.433336981,0.051412956,0.305790277,0.091782756,0.102308312,0.015368717,0.433336981,0.051412956
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.04,0.0008653,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.300386836,0.10184578,0.116506874,0.015209942,0.401779084,0.064271484,0.300386836,0.10184578,0.116506874,0.015209942,0.401779084,0.064271484
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.08,0.0017305,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.30578376,0.100623495,0.111636829,0.015427453,0.411296038,0.055232425,0.30578376,0.100623495,0.111636829,0.015427453,0.411296038,0.055232425
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.1,0.0021632,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.298946655,0.112023863,0.11953722,0.015805004,0.389320855,0.064366403,0.298946655,0.112023863,0.11953722,0.015805004,0.389320855,0.064366403
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.11,0.0024600,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.299893346,0.083951652,0.088879176,0.015314147,0.462284386,0.049677294,0.299893346,0.083951652,0.088879176,0.015314147,0.462284386,0.049677294
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.14,0.0030284,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.313194159,0.086889322,0.100048616,0.014409115,0.433536064,0.051922723,0.313194159,0.086889322,0.100048616,0.014409115,0.433536064,0.051922723
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.16,0.0034611,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.307824467,0.095957256,0.0956081,0.01461818,0.425846736,0.060145261,0.307824467,0.095957256,0.0956081,0.01461818,0.425846736,0.060145261
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.18,0.0038937,Holocene,Meghalayan,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.303260988,0.10615285,0.113599562,0.016113308,0.400616943,0.06025635,0.303260988,0.10615285,0.113599562,0.016113308,0.400616943,0.06025635
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.21,0.0045450,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.274289128,0.080475304,0.086208995,0.017841184,0.488213855,0.052971534,0.274289128,0.080475304,0.086208995,0.017841184,0.488213855,0.052971534
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.22,0.0047590,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.308785718,0.098146188,0.107607041,0.015401518,0.415414847,0.054644688,0.308785718,0.098146188,0.107607041,0.015401518,0.415414847,0.054644688
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.24,0.0051916,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.303795916,0.105515945,0.111812989,0.014104191,0.402500246,0.062270714,0.303795916,0.105515945,0.111812989,0.014104191,0.402500246,0.062270714
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.26,0.0056243,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.29653599,0.080702495,0.086788696,0.015105422,0.467272058,0.053595338,0.29653599,0.080702495,0.086788696,0.015105422,0.467272058,0.053595338
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.28,0.0060569,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.297481989,0.112460391,0.120493342,0.017387551,0.391313637,0.06086309,0.297481989,0.112460391,0.120493342,0.017387551,0.391313637,0.06086309
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.31,0.0067100,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.301265277,0.106638859,0.110034283,0.015279808,0.407414212,0.059367561,0.301265277,0.106638859,0.110034283,0.015279808,0.407414212,0.059367561
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.32,0.0069222,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.295850661,0.088900951,0.092155666,0.014565301,0.455465705,0.053061715,0.295850661,0.088900951,0.092155666,0.014565301,0.455465705,0.053061715
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.34,0.0073548,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.293955997,0.082310355,0.09851629,0.014723682,0.449474462,0.061019214,0.293955997,0.082310355,0.09851629,0.014723682,0.449474462,0.061019214
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.36,0.0077874,Holocene,Northgrippian,Rincón-Martínez et al. (2010),Shaari et al. (2013),6086061,1197817,1137780,93187,7821895,434992,0.362876118,0.071418802,0.067839147,0.005556194,0.466373717,0.025936021
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.38,0.0082201,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),45407148,5406161,2194047,243400,36807682,879711,0.499319026,0.059448769,0.024126805,0.002676544,0.404755126,0.009673729
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.4,0.0086527,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),2289484,718797,1004620,160410,8377936,818792,0.171239889,0.053761773,0.075139646,0.011997721,0.626620162,0.061240809
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.42,0.0090900,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.29,0.07,0.07,0.01,0.53,0.04,0.294241944,0.066572911,0.066496771,0.005899715,0.529324013,0.037464646
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.44,0.0095180,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),0.29,0.08,0.08,0.01,0.51,0.04,0.286836867,0.075669821,0.079803545,0.006464827,0.514166292,0.037058648
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.46,0.0099506,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),1820130,422208,390112,55756.2,2997150,218253,0.308308009,0.071516929,0.066080255,0.009444426,0.507680962,0.036969419
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.48,0.0103833,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),21.45,5.54,5.82,1.26,47.67,2.78,0.253786086,0.065546616,0.068859442,0.014907714,0.564008519,0.032891623
ODP 1239,-0.67,-82.08,-0.7,-82.1,0.5,0.0108159,Holocene,Greenlandian,Rincón-Martínez et al. (2010),Shaari et al. (2013),21.68,5.1,5.75,1.21,47.81,3.18,0.255871592,0.060191196,0.067862622,0.014280656,0.564262953,0.037530981
ODP 667,4.57,-21.91,4.6,-21.9,0,0.0000000,Holocene,Meghalayan,Auderset et al. (2022),Auderset et al. (2022),20.82,5.45,5.54,1.22,48.4,3.61,0.244825964,0.064087488,0.065145814,0.01434619,0.569143932,0.042450611
ODP 704,-46.88,7.42,-46.9,7.4,0.04,0.0100000,Holocene,Greenlandian,Auderset et al. (2022),Auderset et al. (2022),18.28,9.52,9.78,3.1,48.7,5.86,0.191936161,0.099958001,0.102687946,0.032549349,0.511339773,0.061528769
ODP 730,17.73,57.69,17.7,57.7,0.13,0.0000000,Holocene,Meghalayan,Auderset et al. (2022),Auderset et al. (2022),20.76,5.14,5.58,1.2,48.82,3.13,0.245303084,0.060734964,0.065934066,0.014179369,0.576863996,0.036984521
ODP 850,1.3,-110.52,1.3,-110.5,0.03,0.0013000,Holocene,Meghalayan,Zhang et al. (2014),Zhang et al. (2014),20.54,5.14,6.13,1.31,47.98,3.56,0.242617529,0.060713442,0.072407276,0.015473659,0.566737538,0.042050555
ODP 850,1.3,-110.52,1.3,-110.5,0.13,0.0065000,Holocene,Northgrippian,Zhang et al. (2014),Zhang et al. (2014),17.33,7.18,8.69,2.48,44.51,4.2,0.205356085,0.085081171,0.102974286,0.029387368,0.52743216,0.04976893
ODP 959,3.63,-2.74,3.6,-2.7,0.01,0.0000000,Holocene,Meghalayan,van der Weijst et al. (2022),van der Weijst et al. (2022),20.96,5.29,5.93,1.28,48.91,3.41,0.244346001,0.061669387,0.069130333,0.014921893,0.570179529,0.039752856
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,7.5,0.0001000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),25.23,9.14,11.31,1.6,36.62,4.46,0.285536442,0.103440471,0.127999095,0.018107741,0.414440923,0.050475328
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,37.5,0.0007000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),21.57,5.28,6.07,1.24,48.52,3.11,0.251427905,0.061545635,0.070754167,0.014453899,0.565567082,0.036251311
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,67.5,0.0009000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),18.29,10.37,12.02,3.03,36.25,4.91,0.215506068,0.122186874,0.141628373,0.035701661,0.427123836,0.057853187
Okinawa Trough Core C14,28.65,127.32,28.7,127.3,83.75,0.0011000,Holocene,Meghalayan,Liu et al. (2022),Liu et al. (2022),20.34,5.45,6.14,1.29,49.36,3.15,0.237256503,0.063571679,0.071620203,0.015047241,0.57576111,0.036743264
