Source,Longitude,Latitude,Water_Depth,Core_Name,Temp,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
Tierney and Tingley 2015,16.242,41.667,18,GeoB10734-3,18.1,0.382,0.044,0.021,0.008,0.54,0.005
Tierney and Tingley 2015,17.308,41.5,733,GeoB10735-3,18.1,0.305,0.07,0.059,0.012,0.528,0.025
Tierney and Tingley 2015,18.192,40.758,123,GeoB10736-3,18.8,0.356,0.062,0.035,0.011,0.524,0.013
Tierney and Tingley 2015,18.329,40.625,113,GeoB10737-3,18.8,0.37,0.06,0.034,0.01,0.515,0.01
Tierney and Tingley 2015,18.467,40.546,112,GeoB10738-3,18.8,0.357,0.061,0.035,0.013,0.511,0.023
Tierney and Tingley 2015,18.642,40.5,565,GeoB10739-3,18.8,0.324,0.07,0.051,0.011,0.521,0.023
Tierney and Tingley 2015,18.583,40.392,128,GeoB10740-3,18.9,0.345,0.062,0.037,0.012,0.531,0.011
Tierney and Tingley 2015,18.667,40.233,287,GeoB10741-3,18.9,0.352,0.063,0.039,0.011,0.521,0.013
Tierney and Tingley 2015,18.776,39.716,599,GeoB10742-3,18.9,0.3,0.07,0.059,0.012,0.534,0.024
Tierney and Tingley 2015,18.642,39.825,124,GeoB10743-3,18.9,0.346,0.061,0.04,0.014,0.539,0
Tierney and Tingley 2015,18.6,39.85,117,GeoB10744-3,18.9,0.341,0.063,0.038,0.012,0.535,0.011
Tierney and Tingley 2015,16.758,39.908,157,GeoB10746-3,18.9,0.338,0.062,0.037,0.011,0.539,0.014
Tierney and Tingley 2015,16.975,39.725,246,GeoB10747-3,18.9,0.323,0.064,0.041,0.013,0.54,0.018
Tierney and Tingley 2015,17.05,39.667,288,GeoB10748-3,18.9,0.328,0.065,0.05,0.012,0.53,0.016
Tierney and Tingley 2015,17.183,39.6,278,GeoB10749-3,18.9,0.308,0.07,0.049,0.012,0.533,0.027
Tierney and Tingley 2015,-32.012,-3.682,4258,GeoB1501-1,27.3,0.3144,0.0844,0.0815,0.0081,0.4764,0.0351
Tierney and Tingley 2015,-30.648,2.31,2298,GeoB1503-2,27.6,0.3162,0.0822,0.0802,0.0082,0.4808,0.0323
Tierney and Tingley 2015,-31.287,2.288,2980,GeoB1504-1,27.5,0.3121,0.0806,0.0769,0.0082,0.4872,0.035
Tierney and Tingley 2015,-35.182,2.205,4267,GeoB1506-1,27.6,0.3076,0.0823,0.0772,0.0078,0.4888,0.0364
Tierney and Tingley 2015,-43.665,4.238,3125,GeoB1515-2,27.6,0.2972,0.0815,0.0797,0.0101,0.4949,0.0367
Tierney and Tingley 2015,-20.908,-34.435,4016,GeoB2022-3,18.6,0.365,0.0852,0.0687,0.0081,0.4466,0.0263
Tierney and Tingley 2015,-41.2,-23.983,1805,GeoB2102-1,23.5,0.2721,0.0665,0.0771,0.0113,0.5377,0.0353
Tierney and Tingley 2015,-46.378,-27.29,1505,GeoB2104-1,23.7,0.2617,0.0694,0.0823,0.0114,0.5358,0.0394
Tierney and Tingley 2015,-46.738,-26.738,202,GeoB2105-3,23.9,0.2664,0.0732,0.0655,0.0155,0.5539,0.0254
Tierney and Tingley 2015,-46.497,-27.098,502,GeoB2106-1,23.7,0.2959,0.0673,0.0659,0.0116,0.5305,0.0287
Tierney and Tingley 2015,-46.457,-27.18,1052,GeoB2107-5,23.7,0.2723,0.0701,0.0783,0.0116,0.5336,0.034
Tierney and Tingley 2015,-46.23,-27.487,1991,GeoB2108-1,23.7,0.291,0.0743,0.0832,0.0112,0.5028,0.0375
Tierney and Tingley 2015,-45.522,-28.65,3003,GeoB2110-1,23.5,0.2828,0.0708,0.0856,0.0099,0.5122,0.0387
Tierney and Tingley 2015,-45.223,-29.112,3498,GeoB2111-2,22.8,0.2889,0.0728,0.0821,0.0091,0.5099,0.0373
Tierney and Tingley 2015,-43.377,-29.135,4009,GeoB2112-1,22.1,0.2884,0.0715,0.0768,0.0085,0.5167,0.038
Tierney and Tingley 2015,-39.56,-20.958,2003,GeoB2124-1,25.7,0.2759,0.0677,0.0842,0.0104,0.5269,0.0349
Tierney and Tingley 2015,-39.857,-20.82,1542,GeoB2125-2,25.7,0.275,0.0652,0.0749,0.0116,0.5395,0.0339
Tierney and Tingley 2015,-38.933,-21.27,2537,GeoB2126-1,25.5,0.2909,0.0713,0.0872,0.0114,0.5001,0.0391
Tierney and Tingley 2015,-37.103,-20.615,2113,GeoB2130-1,26,0.2993,0.0748,0.0931,0.0179,0.4775,0.0375
Tierney and Tingley 2015,-34.463,-8.168,794,GeoB2201-1,27.3,0.2506,0.0651,0.086,0.0175,0.5453,0.0355
Tierney and Tingley 2015,-34.263,-8.197,1128,GeoB2202-5,27.3,0.2394,0.0902,0.1557,0.017,0.4646,0.0331
Tierney and Tingley 2015,-34.345,-8.573,1790,GeoB2205-4,27.3,0.2596,0.073,0.0907,0.0098,0.5291,0.0378
Tierney and Tingley 2015,-34.48,-8.558,1442,GeoB2206-1,27.3,0.2633,0.0712,0.0948,0.0125,0.5182,0.0399
Tierney and Tingley 2015,-34.135,-8.735,2585,GeoB2207-2,27.3,0.2739,0.0812,0.0915,0.0084,0.5085,0.0365
Tierney and Tingley 2015,-33.7,-8.917,3977,GeoB2208-1,27.3,0.3274,0.082,0.0749,0.0062,0.4784,0.0311
Tierney and Tingley 2015,-25.623,-4.032,5521,GeoB2212-1,26.7,0.3427,0.0851,0.0742,0.006,0.4574,0.0346
Tierney and Tingley 2015,-24.153,-1.265,4323,GeoB2213-1,26.6,0.3134,0.0815,0.0733,0.0072,0.4908,0.0339
Tierney and Tingley 2015,-23.492,0.008,3712,GeoB2215-8,26.7,0.3102,0.0802,0.0721,0.008,0.4944,0.035
Tierney and Tingley 2015,-23.102,0,3914,GeoB2216-2,26.5,0.2957,0.0806,0.0734,0.0076,0.5073,0.0353
Tierney and Tingley 2015,-53.982,-37.207,1007,GeoB2701-4,16.5,0.4195,0.0191,0.0068,0.0027,0.5476,0.0043
Tierney and Tingley 2015,-54.202,-38.513,1162,GeoB2703-7,12.4,0.4874,0.0398,0.0176,0.0039,0.4446,0.0068
Tierney and Tingley 2015,-53.363,-39.243,4474,GeoB2705-7,14.6,0.4707,0.0557,0.0293,0.0046,0.4292,0.0106
Tierney and Tingley 2015,-55.535,-42.368,4700,GeoB2706-6,11.2,0.4808,0.0622,0.0283,0.0039,0.4142,0.0107
Tierney and Tingley 2015,-56.323,-41.945,3167,GeoB2707-4,9.3,0.499,0.0543,0.022,0.0032,0.414,0.0075
Tierney and Tingley 2015,-57.3,-41.418,392,GeoB2708-5,9,0.4296,0.0198,0.0067,0.0026,0.5367,0.0045
Tierney and Tingley 2015,-59.33,-43.675,1228,GeoB2712-1,9.7,0.5234,0.041,0.0151,0.0031,0.4127,0.0047
Tierney and Tingley 2015,-57.997,-43.863,2361,GeoB2714-5,9.9,0.4995,0.0566,0.0223,0.0032,0.4111,0.0073
Tierney and Tingley 2015,-57.662,-43.903,3280,GeoB2715-1,9.9,0.5117,0.0607,0.0291,0.0035,0.3875,0.0074
Tierney and Tingley 2015,-56.487,-47.162,4479,,8.7,0.4928,0.0606,0.0248,0.0032,0.4093,0.0094
Tierney and Tingley 2015,-58.175,-47.307,2990,,7.7,0.4872,0.0603,0.0261,0.0035,0.4151,0.0077
Tierney and Tingley 2015,-60.093,-47.442,684,,8.2,0.5404,0.0342,0.011,0.003,0.4074,0.004
Tierney and Tingley 2015,-58.62,-47.327,2351,,7.7,0.5004,0.0613,0.0291,0.0035,0.3992,0.0065
Tierney and Tingley 2015,-57.875,-48.912,569,,7.3,0.5261,0.0325,0.0108,0.0031,0.4232,0.0044
Tierney and Tingley 2015,-56.175,-47.963,4799,,8.7,0.4948,0.0636,0.0262,0.0032,0.4035,0.0087
Tierney and Tingley 2015,-56.538,-48.013,2803,,7,0.4921,0.0592,0.0243,0.0035,0.413,0.008
Tierney and Tingley 2015,-53.248,-44.475,5817,,12.4,0.4738,0.0557,0.0254,0.0035,0.4314,0.0102
Tierney and Tingley 2015,-51.423,-44.207,5691,,13.2,0.4615,0.0566,0.0267,0.004,0.4393,0.012
Tierney and Tingley 2015,-54.342,-39.29,2272,,11.3,0.4995,0.0472,0.0191,0.0032,0.4247,0.0063
Tierney and Tingley 2015,-55.015,-37.807,576,,13.3,0.4961,0.0324,0.014,0.0034,0.4481,0.006
Tierney and Tingley 2015,-53.703,-37.407,1162,,16.5,0.4737,0.0377,0.0183,0.0039,0.4586,0.0078
Tierney and Tingley 2015,-53.537,-37.537,1836,,16.5,0.4645,0.0421,0.0229,0.0042,0.4577,0.0087
Tierney and Tingley 2015,-53.443,-37.605,2743,,16.5,0.4531,0.0447,0.0249,0.0043,0.4629,0.0101
Tierney and Tingley 2015,-53.137,-37.832,3542,,16.5,0.4456,0.0491,0.0308,0.0052,0.4567,0.0126
Tierney and Tingley 2015,-51.522,-36.332,3539,,19.6,0.4045,0.0532,0.0395,0.0061,0.4803,0.0163
Tierney and Tingley 2015,-51.978,-35.98,2909,,19.7,0.3929,0.0493,0.0382,0.0065,0.4964,0.0166
Tierney and Tingley 2015,-52.27,-35.753,1789,,17.1,0.4131,0.0395,0.0261,0.0052,0.5033,0.0128
Tierney and Tingley 2015,-52.387,-35.602,1041,,17.1,0.4058,0.0261,0.0137,0.0038,0.5438,0.0069
Tierney and Tingley 2015,-52.562,-35.532,508,,17.1,0.4318,0.0238,0.011,0.0037,0.5242,0.0056
Tierney and Tingley 2015,-40.97,-31.902,3959,,20.6,0.3201,0.0763,0.0744,0.0077,0.4886,0.0329
Tierney and Tingley 2015,-38.17,-30.873,3110,,22,0.314,0.077,0.078,0.008,0.4916,0.0314
Tierney and Tingley 2015,-38.343,-30.848,3435,,22,0.3167,0.0783,0.0765,0.0089,0.4847,0.0349
Tierney and Tingley 2015,-38.438,-30.822,3606,,22,0.3145,0.0813,0.0815,0.0078,0.4836,0.0312
Tierney and Tingley 2015,-38.817,-30.453,3936,,22,0.3173,0.0785,0.0759,0.0079,0.4876,0.0328
Tierney and Tingley 2015,-42.498,-33.498,4512,,20.4,0.3785,0.0674,0.0502,0.0068,0.4759,0.0212
Tierney and Tingley 2015,-41.432,-32.5,4352,,20.2,0.3717,0.0665,0.0514,0.0071,0.4784,0.0249
Tierney and Tingley 2015,-38.073,-30.915,2943,,22,0.3309,0.0693,0.0657,0.0081,0.4953,0.0307
Tierney and Tingley 2015,-40.728,-31.478,3702,,20.6,0.3176,0.0737,0.0723,0.0078,0.494,0.0346
Tierney and Tingley 2015,-40.718,-31.475,3741,,20.6,0.3088,0.075,0.0745,0.0079,0.5013,0.0325
Tierney and Tingley 2015,-43.43,-30.873,3523,,21,0.3037,0.0736,0.0781,0.0087,0.5005,0.0354
Tierney and Tingley 2015,-44,-29.02,3815,,21.9,0.2946,0.0728,0.0808,0.0081,0.5072,0.0364
Tierney and Tingley 2015,-22.757,-39.743,3878,,14.1,0.4372,0.0705,0.0388,0.0065,0.4328,0.0142
Tierney and Tingley 2015,-23.465,-41.506,4223,,13,0.4527,0.0684,0.0332,0.0047,0.4286,0.0123
Tierney and Tingley 2015,-21.853,-42,3863,,13.6,0.4499,0.0674,0.0338,0.0051,0.429,0.0148
Tierney and Tingley 2015,-20.784,-42,3514,,11.3,0.4576,0.0699,0.0346,0.005,0.4212,0.0117
Tierney and Tingley 2015,-19.5,-42.045,3384,,11.5,0.471,0.0684,0.0312,0.0043,0.4148,0.0103
Tierney and Tingley 2015,-20.441,-43.614,3797,,10.5,0.4704,0.0667,0.0294,0.0042,0.4186,0.0106
Tierney and Tingley 2015,-21.717,-44.507,4296,,9.6,0.5015,0.0642,0.0262,0.0034,0.3966,0.0081
Tierney and Tingley 2015,-21.717,-44.507,4296,,9.6,0.4709,0.0599,0.0316,0.0054,0.4166,0.0156
Tierney and Tingley 2015,-20.9,-44.517,4038,,9.8,0.4789,0.0648,0.0274,0.0034,0.4164,0.0091
Tierney and Tingley 2015,-17.647,-44.254,3475,,9.4,0.4968,0.057,0.0255,0.004,0.408,0.0087
Tierney and Tingley 2015,-17.34,-44.207,3768,,9.4,0.4786,0.0627,0.0271,0.0038,0.4189,0.009
Tierney and Tingley 2015,-13.07,-43.999,3830,,11,0.4871,0.0637,0.0288,0.0037,0.4077,0.0092
Tierney and Tingley 2015,-18.163,-39.955,3525,,13.4,0.4519,0.0693,0.0381,0.0059,0.4209,0.0138
Tierney and Tingley 2015,-21.042,-39.093,4024,,14.2,0.4224,0.0719,0.0401,0.0063,0.4443,0.015
Tierney and Tingley 2015,-21.535,-38.427,4126,,13.3,0.4194,0.0723,0.0417,0.0068,0.443,0.0169
Tierney and Tingley 2015,-21.864,-37.774,3568,,18.5,0.4392,0.0685,0.0436,0.009,0.4231,0.0166
Tierney and Tingley 2015,-22.148,-37.158,3998,,17.5,0.3929,0.0761,0.0488,0.0072,0.4567,0.0182
Tierney and Tingley 2015,-22.445,-36.448,4216,,16.4,0.3914,0.0745,0.0493,0.0083,0.4551,0.0214
Tierney and Tingley 2015,-22.733,-35.707,3972,,18.6,0.3763,0.0795,0.0581,0.0088,0.4554,0.0218
Tierney and Tingley 2015,-22.992,-35.253,3963,,18.6,0.3667,0.0766,0.057,0.009,0.4665,0.0241
Tierney and Tingley 2015,-23.276,-34.608,3820,,18.2,0.3562,0.077,0.0589,0.009,0.4729,0.0259
Tierney and Tingley 2015,-23.588,-33.825,4352,,19.7,0.3454,0.0798,0.0652,0.0086,0.4724,0.0286
Tierney and Tingley 2015,-24.024,-33.499,4381,,20,0.3397,0.0777,0.0655,0.0074,0.4826,0.0271
Tierney and Tingley 2015,-24.248,-33.182,4491,,20,0.3413,0.0762,0.0674,0.0072,0.4804,0.0274
Tierney and Tingley 2015,-24.248,-32.51,4022,,20.5,0.3272,0.0776,0.0693,0.0075,0.4883,0.0301
Tierney and Tingley 2015,-24.248,-31.95,4335,,21.4,0.2985,0.0751,0.0714,0.0113,0.5087,0.0351
Tierney and Tingley 2015,17.699,-34.775,1941,,17.9,0.5178,0.0769,0.0496,0.0077,0.3303,0.0177
Tierney and Tingley 2015,16.785,-34.261,3447,,18.4,0.4635,0.0758,0.0502,0.0072,0.386,0.0173
Tierney and Tingley 2015,17.177,-33.478,712,,16,0.4954,0.0649,0.0382,0.0068,0.3808,0.0138
Tierney and Tingley 2015,16.843,-33.741,1924,,18.1,0.4806,0.0709,0.045,0.0071,0.381,0.0154
Tierney and Tingley 2015,16.5,-33.834,2668,,18.1,0.4551,0.0748,0.0494,0.0076,0.3951,0.0181
Tierney and Tingley 2015,16.268,-33.92,3162,,18.1,0.4523,0.078,0.053,0.0078,0.3906,0.0184
Tierney and Tingley 2015,16.382,-32.909,1995,,17.1,0.5038,0.0694,0.0417,0.007,0.3616,0.0165
Tierney and Tingley 2015,16.31,-32.365,2535,,17.1,0.492,0.0705,0.0454,0.0073,0.3674,0.0174
Tierney and Tingley 2015,15.944,-32.123,1090,,18.1,0.489,0.0726,0.0439,0.0073,0.3714,0.0157
Tierney and Tingley 2015,15.813,-32.499,1977,,18.1,0.496,0.0763,0.0457,0.0075,0.3585,0.016
Tierney and Tingley 2015,15.695,-32.888,2996,,18.1,0.463,0.0748,0.0507,0.0074,0.386,0.0181
Tierney and Tingley 2015,15.734,-32.74,2667,,18.1,0.4617,0.0768,0.0512,0.0074,0.3849,0.018
Tierney and Tingley 2015,15.163,-32.329,2930,,18.1,0.4508,0.0787,0.054,0.008,0.3891,0.0193
Tierney and Tingley 2015,16.805,-32.152,307,,17.1,0.5819,0.0569,0.0244,0.0064,0.3203,0.0101
Tierney and Tingley 2015,18.078,-32.496,69,,14.9,0.5377,0.0359,0.015,0.0043,0.4024,0.0047
Tierney and Tingley 2015,18.117,-31.864,104,,14.8,0.5166,0.0393,0.0166,0.0045,0.4168,0.0062
Tierney and Tingley 2015,18.118,-31.954,105,,14.8,0.5209,0.0397,0.0165,0.0045,0.4129,0.0055
Tierney and Tingley 2015,18.222,-32.032,90,,14.9,0.5214,0.0378,0.0162,0.0046,0.4146,0.0055
Tierney and Tingley 2015,18.091,-31.747,100,,14.8,0.5263,0.04,0.0168,0.0048,0.406,0.0061
Tierney and Tingley 2015,17.279,-30.595,134,,15.7,0.5753,0.044,0.0186,0.0044,0.3512,0.0066
Tierney and Tingley 2015,17.007,-29.703,88,,13.7,0.5359,0.0411,0.0185,0.0049,0.3932,0.0063
Tierney and Tingley 2015,17.058,-29.939,112,,13.7,0.5259,0.0407,0.0177,0.0048,0.405,0.0059
Tierney and Tingley 2015,17.034,-29.928,111,,13.7,0.525,0.0403,0.0181,0.0049,0.4058,0.006
Tierney and Tingley 2015,15.9,80.5,350,,0.9,0.5886,0.041,0.0156,0.005,0.3431,0.0066
Tierney and Tingley 2015,16.66,-29.127,117,,13.7,0.5453,0.0395,0.0181,0.0052,0.3862,0.0058
Tierney and Tingley 2015,16.615,-29.122,20,,13.7,0.5575,0.0417,0.0182,0.0051,0.3713,0.0062
Tierney and Tingley 2015,12.344,-29.21,3626,,18.4,0.4428,0.0903,0.06,0.0067,0.381,0.0192
Tierney and Tingley 2015,13.178,-29.408,3079,,18,0.4499,0.0844,0.0572,0.0069,0.3833,0.0183
Tierney and Tingley 2015,14.322,-29.5,915,,17.2,0.4964,0.0737,0.042,0.0061,0.3665,0.0153
Tierney and Tingley 2015,14.825,-30.317,600,,17.8,0.4507,0.0713,0.042,0.0073,0.4137,0.015
Tierney and Tingley 2015,13.001,-31.501,3521,,18.2,0.4297,0.0832,0.0607,0.0082,0.397,0.0212
Tierney and Tingley 2015,13.325,-30.849,3089,,18.3,0.4232,0.0835,0.0577,0.0079,0.4071,0.0206
Tierney and Tingley 2015,-16.733,16.843,330,,23.5,0.3176,0.0607,0.0439,0.0161,0.5458,0.016
Tierney and Tingley 2015,-18.35,15.61,2964,,24.1,0.3451,0.0751,0.0692,0.0088,0.4698,0.0321
Tierney and Tingley 2015,-17.948,15.498,2385,GeoB9508-4,23.4,0.3368,0.0779,0.0718,0.0091,0.4736,0.0308
Tierney and Tingley 2015,-17.653,15.417,1567,GeoB9510-3,23.4,0.3357,0.0793,0.0685,0.0101,0.477,0.0293
Tierney and Tingley 2015,-17.485,15.376,787,GeoB9512-4,23.4,0.3142,0.0702,0.0583,0.0124,0.5157,0.0291
Tierney and Tingley 2015,-17.294,15.318,498,GeoB9513-5,23.4,0.3251,0.0702,0.0576,0.014,0.5073,0.0258
Tierney and Tingley 2015,-17.591,13.829,1102,GeoB9520-4,24.2,0.3135,0.0754,0.0637,0.011,0.5069,0.0294
Tierney and Tingley 2015,-17.49,13.849,522,GeoB9521-3,24.2,0.3131,0.0684,0.0579,0.0144,0.5216,0.0246
Tierney and Tingley 2015,-17.88,12.64,2648,GeoB9525-5,24.8,0.3329,0.0805,0.0738,0.0111,0.4726,0.0291
Tierney and Tingley 2015,-18.056,12.435,3223,GeoB9526-4,25.3,0.3381,0.0776,0.0738,0.0099,0.4704,0.0302
Tierney and Tingley 2015,-17.664,9.166,3053,GeoB9528-1,27,0.3225,0.0798,0.0785,0.0074,0.4752,0.0366
Tierney and Tingley 2015,-17.369,8.352,1234,GeoB9529-1,27.4,0.3296,0.0797,0.0796,0.0085,0.4682,0.0344
Tierney and Tingley 2015,-14.936,8.901,493,GeoB9534-4,27.3,0.2958,0.0721,0.072,0.0135,0.5176,0.0289
Tierney and Tingley 2015,-14.961,8.876,666,GeoB9535-5,27.3,0.3009,0.0741,0.0743,0.0124,0.5081,0.0302
Tierney and Tingley 2015,11.5,58.333,110,Gullmarsfjord,9.1,0.4317,0.0237,0.0086,0.0037,0.5291,0.0032
Tierney and Tingley 2015,-87.712,60.621,205,HB-4,6.3,0.5356,0.0273,0.0113,0.0038,0.4192,0.0028
Tierney and Tingley 2015,-90.712,60.621,128,HB-5,5.3,0.4967,0.0204,0.0049,0.0025,0.4724,0.003
Tierney and Tingley 2015,-91.712,60.621,120,HB-6,6.8,0.5002,0.0145,0.0045,0.0026,0.4763,0.0019
Tierney and Tingley 2015,-63.712,49.621,395,ON02-015 BE,5.5,0.4966,0.0389,0.0141,0.0031,0.4427,0.0046
Tierney and Tingley 2015,110.53,16.96,1474,HQ08-48PC,27,0.2286,0.0575,0.0696,0.01,0.592,0.0424
Tierney and Tingley 2015,131.2967,72.55,21,IK9307-3,3,0.411,0.0211,0.0129,0.0074,0.5408,0.0067
Tierney and Tingley 2015,131.5017,73.0017,28,IK9316-6,2.1,0.4342,0.0204,0.0108,0.0066,0.5223,0.0058
Tierney and Tingley 2015,137.5517,73.4967,24,IK9318-5,0.9,0.4585,0.0279,0.0099,0.0061,0.4928,0.0049
Tierney and Tingley 2015,119.86,73.9983,30,IK9327-6,2.2,0.4927,0.0209,0.0064,0.0047,0.4715,0.0038
Tierney and Tingley 2015,127.5033,74,27,IK9330-5,3.3,0.485,0.0217,0.0062,0.0045,0.4782,0.0043
Tierney and Tingley 2015,119.955,74.4917,34,IK9338-5,1.9,0.5038,0.021,0.005,0.0045,0.4619,0.0038
Tierney and Tingley 2015,122.9933,74.5,16,IK9340-GKG,2.8,0.5333,0.0235,0.0113,0.0054,0.4217,0.0049
Tierney and Tingley 2015,127.3483,74.51,34,IK9342-6,3.3,0.5001,0.0218,0.0057,0.0042,0.4641,0.0041
Tierney and Tingley 2015,136.03,75.01,31,IK9350-6,1.2,0.4486,0.0225,0.0088,0.0053,0.5105,0.0044
Tierney and Tingley 2015,123.015,74.9967,33,IK9356-2,3.2,0.4491,0.018,0.0052,0.0044,0.5183,0.0049
Tierney and Tingley 2015,123.8417,75.4817,44,IK9367-2,3.2,0.4537,0.0191,0.0055,0.0045,0.5133,0.0038
Tierney and Tingley 2015,134.5833,75.81,46,IK9373A-6,0.1,0.4853,0.0203,0.0072,0.0043,0.4789,0.004
Tierney and Tingley 2015,113.9967,73.6667,9,IK93Z2-8,2.6,0.4966,0.0462,0.0365,0.019,0.391,0.0107
Tierney and Tingley 2015,119.8283,73.2917,12,IK93Z3-2,2.2,0.4731,0.0348,0.0166,0.012,0.4559,0.0076
Tierney and Tingley 2015,130.1267,72.0333,14,IK93Z4-4,2.9,0.4658,0.0428,0.0191,0.0154,0.449,0.0079
Tierney and Tingley 2015,137.0067,71.69,11,IK93Z5-3,2.4,0.5291,0.0357,0.0167,0.0102,0.4019,0.0063
Tierney and Tingley 2015,-9.852,48.062,2006,IS-S1,13.4,0.3757,0.0686,0.0575,0.0089,0.4677,0.0216
Tierney and Tingley 2015,-9.707,48.178,1035,IS-S2,13.4,0.3909,0.0662,0.0486,0.0098,0.4662,0.0184
Tierney and Tingley 2015,-9.709,48.267,497,IS-S3,13.4,0.4116,0.0678,0.0427,0.0106,0.4525,0.0147
Tierney and Tingley 2015,-6.099,51.218,106,IS-S4,11.9,0.4635,0.0373,0.0127,0.0049,0.4779,0.0037
Tierney and Tingley 2015,-5.593,53.883,104,IS-S5,10.8,0.4588,0.0345,0.0103,0.0038,0.4891,0.0036
Tierney and Tingley 2015,-5.584,54.119,54,IS-S6,10.8,0.4886,0.0279,0.0087,0.0037,0.4686,0.0025
Tierney and Tingley 2015,-160,0,5142,KH01-3 St. 01,27.6,0.384,0.059,0.047,0.004,0.494,0.013
Tierney and Tingley 2015,-160,-35,5098,KH01-3 St. 08,17.6,0.388,0.056,0.043,0.003,0.494,0.015
Tierney and Tingley 2015,-160,-47,5118,KH01-3 St. 10,11.1,0.251,0.051,0.063,0.006,0.586,0.042
Tierney and Tingley 2015,140,-60,4483,KH01-3 St. 17,0.9,0.365,0.058,0.051,0.003,0.498,0.024
Tierney and Tingley 2015,140,-50,3755,KH01-3 St. 19,7.7,0.34,0.063,0.059,0.007,0.506,0.026
Tierney and Tingley 2015,-94.95,8.0333,3661,KH03-1 HY03,27.7,0.345,0.067,0.063,0.006,0.49,0.031
Tierney and Tingley 2015,-95.05,4.0333,3563,KH03-1 HY04,27.5,0.34,0.062,0.061,0.005,0.503,0.029
Tierney and Tingley 2015,-95.5,2.0167,2886,KH03-1 HY05,26.3,0.224,0.06,0.066,0.007,0.598,0.045
Tierney and Tingley 2015,-95.4333,0.0167,3246,KH03-1 HY06,23.8,0.342,0.066,0.059,0.006,0.499,0.029
Tierney and Tingley 2015,-95,-2.0333,3331,KH03-1 HY07,23,0.359,0.068,0.062,0.004,0.48,0.026
Tierney and Tingley 2015,-95,-3.9667,3657,KH03-1 HY08,24.2,0.369,0.062,0.055,0.006,0.482,0.027
Tierney and Tingley 2015,-94.9167,-5.95,3852,KH03-1 HY08B,24.4,0.344,0.071,0.069,0.004,0.481,0.032
Tierney and Tingley 2015,-95.0167,-7.9833,3910,KH03-1 HY09,24.3,0.23,0.045,0.067,0.007,0.603,0.047
Tierney and Tingley 2015,157.5167,-0.6667,2098,KH04-5 SX02,29.3,0.548,0.041,0.012,0.002,0.392,0.005
Tierney and Tingley 2015,174.2,-65.15,3393,KH04-5 SX09,-0.2,0.543,0.031,0.009,0.002,0.41,0.005
Tierney and Tingley 2015,-172.65,-67.2167,3884,KH04-5 SX10,0.2,0.54,0.042,0.014,0.002,0.396,0.007
Tierney and Tingley 2015,-170,-50.0167,5388,KH04-5 SX14,9.8,0.432,0.046,0.025,0.003,0.484,0.011
Tierney and Tingley 2015,-170,-45,5165,KH04-5 SX15,12.6,0.452,0.049,0.025,0.002,0.462,0.009
Tierney and Tingley 2015,-171,-43.1833,2313,KH04-5 SX16,14.1,0.426,0.053,0.028,0.003,0.479,0.011
Tierney and Tingley 2015,-170,-40,4635,KH04-5 SX17,15.5,0.419,0.055,0.033,0.003,0.479,0.011
Tierney and Tingley 2015,11.383,79.012,380,LMG0404-16,1.9,0.4703,0.012,0.004,0.0027,0.5084,0.0026
Tierney and Tingley 2015,-55.313,-63.136,758,LMG0404-3,-1.1,0.4576,0.0125,0.0041,0.0029,0.5203,0.0026
Tierney and Tingley 2015,-60.383,-64.797,861,LMG0502-25,-1.3,0.5037,0.0126,0.0036,0.0022,0.4754,0.0025
Tierney and Tingley 2015,-66.884,-67.216,650,LMG9802-6,-0.8,0.5221,0.0248,0.0067,0.0019,0.4411,0.0034
Tierney and Tingley 2015,-1.966,62.001,1602,M2003-01,8.6,0.5262,0.0368,0.013,0.0039,0.4145,0.0056
Tierney and Tingley 2015,29.553,74.146,366,M2003-06,3.8,0.5312,0.0328,0.0107,0.0035,0.4165,0.0052
Tierney and Tingley 2015,-1.125,62.767,1601,M2003-08,8.6,0.5303,0.0337,0.0109,0.0036,0.4167,0.0048
Tierney and Tingley 2015,141.546,41.3,1002,MC-1,12.1,0.4821,0.0394,0.0176,0.0041,0.4511,0.0056
Tierney and Tingley 2015,138.597,41.251,1268,MC-3,12.8,0.5328,0.0367,0.0108,0.0039,0.4104,0.0053
Tierney and Tingley 2015,-90.3,27.5,1100,MC3K,25.4,0.2393,0.0721,0.0885,0.0128,0.5367,0.0506
Tierney and Tingley 2015,-90.3,27.5,1100,MC4R,25.4,0.2369,0.0699,0.0854,0.012,0.5491,0.0468
Tierney and Tingley 2015,-90.3,27.5,1100,MC4S,25.4,0.2264,0.0747,0.0959,0.0125,0.537,0.0534
Tierney and Tingley 2015,139.211,39.32,856,MC-6,15.5,0.5283,0.0365,0.0133,0.0051,0.4123,0.0045
Tierney and Tingley 2015,138.557,-66.051,750,MD03-2601,-0.4,0.5824,0.0179,0.006,0.0034,0.3882,0.0021
Tierney and Tingley 2015,139.375,-64.285,3331,MD03-2603,-0.2,0.5319,0.0361,0.0116,0.0027,0.411,0.0068
Tierney and Tingley 2015,139.375,-64.285,3331,MD03-2604,-0.2,0.565,0.0373,0.0123,0.0025,0.376,0.0068
Tierney and Tingley 2015,111.55,7.04,1982,MD05-2894,28.2,0.1637,0.0535,0.0787,0.0142,0.6414,0.0485
