Source,Longitude,Latitude,Water_Depth,Core_Name,Temp,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
Tierney and Tingley 2015,-160.119,-61.9394,3724,PS75/085-2,0.6,0.5371,0.0638,0.0264,0.0029,0.3599,0.0099
Tierney and Tingley 2015,-161.904,-64.744,4064,PS75/086-1,-1.1,0.5915,0.0545,0.0194,0.0023,0.3258,0.0064
Tierney and Tingley 2015,-163.325,-66.7879,4411,PS75/087-2,-0.5,0.5809,0.0484,0.0175,0.0026,0.3421,0.0085
Tierney and Tingley 2015,-164.801,-68.7303,3849,PS75/088-3,-0.2,0.5497,0.0502,0.019,0.0028,0.3677,0.0106
Tierney and Tingley 2015,-165.542,-67.083,4121,PS75/089-6,0,0.5576,0.0562,0.018,0.0027,0.3541,0.0114
Tierney and Tingley 2015,-166.155,-65.411,3480,PS75/090-6,0.2,0.5626,0.0578,0.0204,0.0025,0.3483,0.0085
Tierney and Tingley 2015,-169.075,-63.6938,2944,PS75/091-6,0.7,0.5707,0.0684,0.0246,0.003,0.323,0.0103
Tierney and Tingley 2015,-169.502,-60.6673,3833,PS75/092-1,1.7,0.5065,0.0798,0.0342,0.0028,0.3633,0.0133
Tierney and Tingley 2015,-169.741,-61.8224,3274,PS75/094-3,1.2,0.5406,0.0653,0.0271,0.0026,0.3547,0.0096
Tierney and Tingley 2015,-174.431,-57.0196,4857,PS75/095-6,4.5,0.516,0.0699,0.0316,0.0039,0.3681,0.0105
Tierney and Tingley 2015,-171.358,-59.7004,4675,PS75/097-5,4,0.5314,0.0673,0.0341,0.0027,0.3528,0.0116
Tierney and Tingley 2015,-179.01,-52.9663,5187,PS75/098-6,8.3,0.5074,0.0677,0.0349,0.0037,0.3712,0.0153
Tierney and Tingley 2015,177.2732,-48.2618,1270,PS75/099-1,8.9,0.5105,0.0639,0.0346,0.0045,0.3719,0.0147
Tierney and Tingley 2015,177.1489,-45.7576,2502,PS75/100-1,12,0.4991,0.0653,0.0364,0.0035,0.383,0.0127
Tierney and Tingley 2015,175.8757,-45.8062,1773,PS75/101-2,10.9,0.5046,0.0692,0.0316,0.0044,0.3769,0.0133
Tierney and Tingley 2015,174.5258,-44.7693,835,PS75/104-2,11.4,0.5052,0.0582,0.029,0.0071,0.3917,0.0088
Tierney and Tingley 2015,174.6245,-44.4086,669,PS75/105-1,11.4,0.5133,0.0502,0.0231,0.0066,0.3953,0.0115
Tierney and Tingley 2015,34.597,27.687,1018,RS01-MC359,25.3,0.1013,0.0459,0.0906,0.0226,0.6541,0.0855
Tierney and Tingley 2015,35.047,27.712,863,RS08-MC601,25.3,0.1705,0.0584,0.0995,0.02,0.5709,0.0807
Tierney and Tingley 2015,35.405,27.053,628,RS09-MC596,25.7,0.0989,0.047,0.0962,0.0222,0.654,0.0816
Tierney and Tingley 2015,35.36,26.292,1175,RS13-MC360,25.7,0.1231,0.0545,0.1113,0.0241,0.5947,0.0924
Tierney and Tingley 2015,35.085,25.75,666,RS15-MC362,25.9,0.1112,0.0477,0.0924,0.0213,0.6395,0.0878
Tierney and Tingley 2015,35.608,25.522,941,RS17-MC363,25.9,0.1137,0.0497,0.1137,0.022,0.6022,0.0988
Tierney and Tingley 2015,36.23,24.76,1185,RS19-MC364,26.6,0.1061,0.0458,0.1216,0.021,0.6056,0.0999
Tierney and Tingley 2015,36.712,23.312,1024,RS23-MC365,26.8,0.0828,0.0393,0.1143,0.0215,0.6269,0.1152
Tierney and Tingley 2015,36.982,23.392,1387,RS24-MC71,26.8,0.0874,0.0402,0.1155,0.0205,0.6156,0.1207
Tierney and Tingley 2015,37.377,22.915,1324,RS26-MC73,27.4,0.0771,0.0373,0.1111,0.0236,0.6423,0.1086
Tierney and Tingley 2015,37.782,22.252,1521,RS29-MC79,27.4,0.0768,0.0327,0.1125,0.0226,0.6377,0.1177
Tierney and Tingley 2015,37.98,21.428,1538,RS31-MC85,28,0.0795,0.0377,0.1249,0.0236,0.6174,0.1169
Tierney and Tingley 2015,38.012,19.907,713,RS39-MC95,28.8,0.0721,0.0368,0.1015,0.0208,0.6691,0.0996
Tierney and Tingley 2015,38.423,20.105,2309,RS41-MC101,28.6,0.0841,0.0401,0.1228,0.0238,0.617,0.1122
Tierney and Tingley 2015,38.608,19.64,1991,RS42-MC113,28.8,0.0749,0.0385,0.1079,0.0231,0.639,0.1167
Tierney and Tingley 2015,38.722,19.458,1825,RS44-MC111,28.8,0.0781,0.0372,0.1074,0.0211,0.6565,0.0998
Tierney and Tingley 2015,39.053,19.135,1657,RS46-MC108,29.1,0.0747,0.0367,0.1016,0.0194,0.6622,0.1054
Tierney and Tingley 2015,39.057,18.602,501,RS50-MC105,29.2,0.0808,0.0422,0.1028,0.0186,0.6564,0.0992
Tierney and Tingley 2015,40.022,17.362,475,RS51-MC366,29.3,0.0904,0.043,0.0983,0.0195,0.6583,0.0905
Tierney and Tingley 2015,41.67,15.56,604,RS53-MC367,29,0.1146,0.0457,0.0807,0.019,0.6577,0.0823
Tierney and Tingley 2015,119.5,20.25,2800,S017,26.9,0.182,0.05,0.064,0.011,0.635,0.058
Tierney and Tingley 2015,111,10.5,2521,S031,27.9,0.176,0.051,0.07,0.011,0.63,0.061
Tierney and Tingley 2015,115.5,7.25,1609,S052,28.5,0.152,0.046,0.068,0.016,0.66,0.059
Tierney and Tingley 2015,119.09,20.65,3447,S072,26.9,0.204,0.057,0.07,0.012,0.602,0.055
Tierney and Tingley 2015,119.88,19.31,4182,S098,27.2,0.181,0.048,0.065,0.012,0.642,0.051
Tierney and Tingley 2015,118.36,17.28,3986,S137,27.3,0.194,0.05,0.063,0.009,0.625,0.06
Tierney and Tingley 2015,117.84,17.29,3960,S181,27.2,0.18,0.049,0.072,0.009,0.628,0.061
Tierney and Tingley 2015,118.93,16.17,3675,S199,27.9,0.177,0.052,0.076,0.009,0.622,0.063
Tierney and Tingley 2015,-120.017,34.217,530,nta Barbara ba,14.8,0.4363,0.0824,0.0507,0.0021,0.4135,0.0151
Tierney and Tingley 2015,-66.712,50.621,214,SEPT01-07 BEN,5.5,0.4892,0.0156,0.0052,0.003,0.4848,0.0021
Tierney and Tingley 2015,152.9199,44.0259,5282,SO202-01-3,6,0.4824,0.073,0.0388,0.004,0.3894,0.0124
Tierney and Tingley 2015,156.9821,46.9689,4822,SO202-02-4,5.3,0.4922,0.0798,0.0409,0.0035,0.3726,0.0109
Tierney and Tingley 2015,160.379,49.6141,5429,SO202-03-4,4.9,0.4359,0.082,0.0535,0,0.4286,0
Tierney and Tingley 2015,163.1604,51.8633,5273,SO202-04-3,5.1,0.4306,0.0924,0.041,0,0.4222,0.0138
Tierney and Tingley 2015,164.9193,52.6961,3362,SO202-05-3,5.3,0.4564,0.0873,0.0533,0.0037,0.3981,0.0013
Tierney and Tingley 2015,167.6993,51.2716,2349,SO202-07-2,5.3,0.4448,0.0736,0.0462,0.0038,0.4182,0.0134
Tierney and Tingley 2015,170.8213,50.5422,3630,SO202-08-1,5.9,0.4852,0.0735,0.0378,0.004,0.3981,0.0013
Tierney and Tingley 2015,175.1615,49.6635,5028,SO202-09-2,6.2,0.463,0.0649,0.0407,0.0067,0.4089,0.0158
Tierney and Tingley 2015,179.8478,52.7427,1488,SO202-10-2,5.3,0.4877,0.0559,0.0327,0.0037,0.4088,0.0112
Tierney and Tingley 2015,178.8999,53.1113,2704,SO202-11-1,5.3,0.7588,0.1155,0.0583,0,0.0674,0
Tierney and Tingley 2015,177.9572,54.9788,1383,SO202-13-4,5.5,0.4475,0.07,0.043,0.0033,0.4241,0.0121
Tierney and Tingley 2015,-179.849,59.5124,3137,SO202-15-4,4.4,0.4682,0.0602,0.0337,0.0036,0.4242,0.0102
Tierney and Tingley 2015,-179.11,60.403,548,SO202-16-1,4.6,0.447,0.0356,0.0165,0.003,0.4891,0.0088
Tierney and Tingley 2015,-179.443,60.1263,1108,SO202-18-1,4.6,0.4577,0.0751,0.0421,0.0032,0.4101,0.0118
Tierney and Tingley 2015,-170.328,54.7888,1911,SO202-21-2,5.5,0.4388,0.0687,0.028,0.0074,0.4461,0.0111
Tierney and Tingley 2015,-168.812,54.5737,1478,SO202-22-1,5.5,0.4963,0.0556,0.0275,0.0036,0.4093,0.0078
Tierney and Tingley 2015,-160.504,52.1727,4613,SO202-23-4,7.1,0.4385,0.0779,0.0555,0,0.4102,0.018
Tierney and Tingley 2015,-157.193,53.0025,4565,SO202-24-2,6.8,0.4415,0.0714,0.0533,0,0.421,0.0128
Tierney and Tingley 2015,-152.686,54.0985,4588,SO202-25-1,6.9,0.4447,0.0851,0.0521,0,0.4012,0.017
Tierney and Tingley 2015,-150.384,54.6378,742,SO202-26-1,6.9,0.4467,0.0702,0.0467,0,0.4205,0.016
Tierney and Tingley 2015,-149.597,54.2962,2916,SO202-27-1,7,0.4279,0.0794,0.0516,0.004,0.4229,0.0142
Tierney and Tingley 2015,-148.884,54.4185,3710,SO202-28-1,7.1,0.4391,0.0803,0.0512,0.0038,0.4121,0.0136
Tierney and Tingley 2015,-148.895,52.028,3984,SO202-29-5,7.4,0.7312,0.1237,0.0765,0.0057,0.0613,0.0018
Tierney and Tingley 2015,-158.5,45.5003,5302,SO202-32-5,9.6,0.4857,0.0611,0.0373,0.0035,0.4023,0.01
Tierney and Tingley 2015,-174.141,45.0838,6159,SO202-33-5,7.8,0.4465,0.0595,0.0288,0.003,0.4483,0.0139
Tierney and Tingley 2015,-177.676,40.8875,5713,SO202-34-4,13.4,0.444,0.0657,0.0392,0.0045,0.4295,0.0171
Tierney and Tingley 2015,176.6966,38.1898,4522,SO202-36-6,15.6,0.7234,0.1208,0.0704,0.0099,0.0728,0.0028
Tierney and Tingley 2015,176.2683,37.7675,3573,SO202-37-1,16.9,0.7106,0.1187,0.0761,0,0.0904,0.0042
Tierney and Tingley 2015,169.2812,38.0435,5503,SO202-38-1,16.1,0.4646,0.0621,0.0375,0,0.4102,0.0257
Tierney and Tingley 2015,164.4467,38.0115,5096,SO202-39-2,16,0.4263,0.0665,0.0437,0,0.4439,0.0196
Tierney and Tingley 2015,160.3342,38.4132,5408,SO202-41-3,16.4,0.4192,0.0646,0.0429,0.0064,0.4454,0.0214
Tierney and Tingley 2015,157.6282,38.8917,5535,SO202-42-3,15.9,0.7518,0.1037,0.0667,0.0102,0.065,0.0027
Tierney and Tingley 2015,149.485,40.2917,5476,SO202-45-2,13,0.4224,0.0647,0.0428,0,0.4544,0.0157
Tierney and Tingley 2015,118.48,21.52,2201,SO95-17941,26.7,0.2,0.059,0.078,0.011,0.597,0.056
Tierney and Tingley 2015,113.2,19.33,329,SO95-17942,26.5,0.169,0.051,0.063,0.014,0.651,0.053
Tierney and Tingley 2015,117.55,18.95,917,SO95-17943,26.9,0.193,0.06,0.077,0.013,0.593,0.065
Tierney and Tingley 2015,113.64,18.66,1219,SO95-17944,26.8,0.197,0.061,0.073,0.01,0.604,0.054
Tierney and Tingley 2015,113.78,18.13,2404,SO95-17945,26.8,0.193,0.066,0.07,0.009,0.613,0.048
Tierney and Tingley 2015,114.25,18.13,3465,SO95-17946,26.8,0.217,0.055,0.073,0.009,0.592,0.054
Tierney and Tingley 2015,116.03,18.47,3765,SO95-17947,26.9,0.2,0.063,0.086,0.012,0.575,0.065
Tierney and Tingley 2015,114.9,16.71,2841,SO95-17948,27.1,0.213,0.057,0.073,0.011,0.592,0.054
Tierney and Tingley 2015,115.17,17.35,2195,SO95-17949,26.9,0.203,0.064,0.087,0.011,0.573,0.06
Tierney and Tingley 2015,112.9,16.09,1868,SO95-17950,28,0.193,0.062,0.085,0.011,0.591,0.059
Tierney and Tingley 2015,113.41,16.29,2340,SO95-17951,27.3,0.183,0.057,0.077,0.01,0.625,0.049
Tierney and Tingley 2015,114.47,16.67,2864,SO95-17952,27.1,0.212,0.06,0.078,0.01,0.584,0.057
Tierney and Tingley 2015,111.53,14.8,1517,SO95-17954,27.4,0.205,0.061,0.078,0.012,0.586,0.058
Tierney and Tingley 2015,112.18,14.12,2404,SO95-17955,27.6,0.201,0.058,0.075,0.01,0.604,0.053
Tierney and Tingley 2015,112.59,13.85,3387,SO95-17956,27.7,0.213,0.062,0.085,0.01,0.571,0.059
Tierney and Tingley 2015,115.3,10.9,2197,SO95-17957,28.1,0.218,0.055,0.079,0.009,0.577,0.061
Tierney and Tingley 2015,115.08,11.62,2581,SO95-17958,28.2,0.199,0.052,0.076,0.009,0.606,0.058
Tierney and Tingley 2015,115.29,11.14,1957,SO95-17959,28.2,0.179,0.05,0.08,0.01,0.63,0.051
Tierney and Tingley 2015,115.56,10.12,1707,SO95-17960,28.1,0.179,0.052,0.077,0.01,0.633,0.049
Tierney and Tingley 2015,112.08,7.18,1970,SO95-17962,28.9,0.145,0.05,0.071,0.013,0.663,0.058
Tierney and Tingley 2015,112.67,6.17,1233,SO95-17963,28.5,0.135,0.05,0.077,0.014,0.667,0.058
Tierney and Tingley 2015,112.21,6.16,1556,SO95-17964,28.5,0.119,0.047,0.072,0.015,0.7,0.046
Tierney and Tingley 2015,112.55,6.16,889,SO95-17965,28.5,0.137,0.049,0.07,0.013,0.67,0.06
Tierney and Tingley 2015,4.5,53.5,24,uth Frisian Fro,10.6,0.4781,0.043,0.0174,0.0068,0.4498,0.0049
Tierney and Tingley 2015,143.682,-56.002,3429,ST-32,2.3,0.5112,0.0533,0.022,0.0038,0.3923,0.0174
Tierney and Tingley 2015,142.002,-60.045,4354,ST-34,1.5,0.5417,0.0505,0.0176,0.003,0.3781,0.0092
Tierney and Tingley 2015,141.675,-62.013,4265,ST-35,0.4,0.5119,0.0597,0.0233,0.0038,0.3865,0.0148
Tierney and Tingley 2015,46.722,84.009,3960,ST-45,1.3,0.5317,0.0235,0.0069,0.0027,0.4308,0.0044
Tierney and Tingley 2015,-79.712,60.621,129,Station A,6.8,0.4826,0.0197,0.0051,0.0025,0.487,0.0031
Tierney and Tingley 2015,-81.712,60.621,156,Station B,8.7,0.4794,0.0181,0.0048,0.0025,0.4917,0.0035
Tierney and Tingley 2015,119.5,21.25,2500,SX15,27,0.175,0.05,0.069,0.012,0.64,0.054
Tierney and Tingley 2015,1.322,-2.077,2088,T89-10,25,0.3429,0.0696,0.0654,0.0088,0.4751,0.0381
Tierney and Tingley 2015,7.973,-5.2,4068,T89-12,26.5,0.3484,0.0695,0.0632,0.0035,0.4421,0.0733
Tierney and Tingley 2015,9.238,-4.107,3092,T89-13,25.4,0.1884,0.0503,0.0652,0.0102,0.6468,0.0391
Tierney and Tingley 2015,9.69,-3.509,868,T89-14,25.3,0.2911,0.0759,0.0732,0.0142,0.5139,0.0318
Tierney and Tingley 2015,10.022,-4.213,1930,T89-15,25.2,0.2987,0.0774,0.0816,0.0133,0.4918,0.0373
Tierney and Tingley 2015,11.228,-5.705,826,T89-16,25,0.2723,0.0743,0.0804,0.0173,0.5192,0.0363
Tierney and Tingley 2015,7.805,-6.818,4253,T89-17,26.3,0.3191,0.0734,0.0738,0.0164,0.4724,0.0447
Tierney and Tingley 2015,9.955,-6.043,3140,T89-19,26.1,0.3389,0.0778,0.0765,0.0126,0.4624,0.0318
Tierney and Tingley 2015,11.537,-7.307,1080,T89-20,25.9,0.2737,0.0661,0.0746,0.0109,0.5372,0.0375
Tierney and Tingley 2015,11.993,-7.275,490,T89-21,25.9,0.2628,0.0708,0.0743,0.0158,0.5438,0.0324
Tierney and Tingley 2015,12.067,-7.13,200,T89-22,25.9,0.2571,0.074,0.0754,0.0137,0.5483,0.0315
Tierney and Tingley 2015,12.108,-8.513,796,T89-23,24.9,0.2758,0.0678,0.0733,0.014,0.5384,0.0307
Tierney and Tingley 2015,12.058,-8.908,2157,T89-24,24.9,0.3241,0.0813,0.0848,0.01,0.4627,0.0371
Tierney and Tingley 2015,10.608,-9.368,4164,T89-25,25.7,0.2383,0.0581,0.0735,0.0118,0.5901,0.0283
Tierney and Tingley 2015,5.637,-10.387,5307,T89-28,24.6,0.1695,0.0709,0.0892,0.0113,0.6436,0.0157
Tierney and Tingley 2015,8.22,-14.877,4752,T89-30,22.1,0.3931,0.0796,0.0613,0.0051,0.4273,0.0336
Tierney and Tingley 2015,10.668,-14.893,3342,T89-32,21.9,0.335,0.0896,0.0627,0.0087,0.4717,0.0324
Tierney and Tingley 2015,11.62,-14.96,2027,T89-33,23.2,0.3645,0.0895,0.0729,0.0126,0.4322,0.0284
Tierney and Tingley 2015,11.967,-15.127,999,T89-34,20.8,0.322,0.0759,0.0599,0.01,0.5052,0.0269
Tierney and Tingley 2015,11.62,-17.293,802,T89-35,18.5,0.3168,0.0642,0.0499,0.0097,0.534,0.0254
Tierney and Tingley 2015,13.838,-14.96,131,T89-36,23.2,0.3522,0.0556,0.0336,0.0111,0.5269,0.0206
Tierney and Tingley 2015,6.782,-21.617,3060,T89-40,20,0.3533,0.0909,0.0732,0.0068,0.4476,0.0282
Tierney and Tingley 2015,6,-20.8,4282,T89-41,20.2,0.3473,0.0911,0.0716,0.0058,0.4471,0.0371
Tierney and Tingley 2015,4.427,-8.787,5362,T89-47,25.1,0.3528,0.0878,0.0719,0.0055,0.4494,0.0326
Tierney and Tingley 2015,147.49,-47.572,1301,TSP-1,10.2,0.3961,0.0619,0.0392,0.006,0.4718,0.0251
Tierney and Tingley 2015,146.9,-48.127,2283,TSP-2,9.7,0.4492,0.0709,0.0411,0.0055,0.4167,0.0166
Tierney and Tingley 2015,146.41,-48.558,2897,TSP-3,9.7,0.454,0.0675,0.04,0.0043,0.4194,0.0149
Tierney and Tingley 2015,-124.3,46.333,70,WM1 MC33,11.8,0.5034,0.0266,0.0123,0.0042,0.4472,0.0063
Tierney and Tingley 2015,-124.383,46.5,90,WM2 MC30,11.8,0.4653,0.0275,0.0153,0.0055,0.4781,0.0083
Tierney and Tingley 2015,-124.633,46.667,150,WM3 MC28,11.8,0.472,0.0255,0.0109,0.0021,0.4842,0.0054
Tierney and Tingley 2015,-125,46.817,600,WM4 MC21,12.4,0.4461,0.053,0.0288,0.0038,0.4565,0.0117
Tierney and Tingley 2015,-125.2,46.75,1000,WM5 MC20,12.4,0.4304,0.0617,0.0385,0.0038,0.451,0.0147
Tierney and Tingley 2015,47.915,13.078,2215,XGA7-MC123,28.1,0.2102,0.0669,0.0783,0.0125,0.5662,0.066
Seki et al. 2014,152.023,50.987,1102,XP98-MC1,4.8,0.6513,0.0659,0.0254,0.0041,0.2463,0.0071
Seki et al. 2014,148.292,50.392,1258,XP98-MC2,5.5,0.6548,0.0578,0.0219,0.003,0.2554,0.007
Seki et al. 2014,146.333,53.767,1576,XP98-MC3,6.9,0.5894,0.0736,0.0359,0.0033,0.2901,0.0077
Seki et al. 2014,152.536,46.557,2625,XP99 St.2MC,4.5,0.5899,0.0864,0.0405,0.0052,0.2695,0.0085
Seki et al. 2014,151.108,47.202,3362,XP99 St.16MC,3.8,0.6677,0.0668,0.0251,0.0036,0.2306,0.0063
Seki et al. 2014,149.69,48.591,1613,XP99 St.19MC,4.7,0.8165,0.0969,0.0407,0.0039,0.0324,0.0096
Seki et al. 2014,145.671,49.521,490,XP99 St.22MC,5.8,0.7602,0.0296,0.0078,0.003,0.1958,0.0035
Seki et al. 2014,145.051,51.459,787,XP99 St.MC5,5.6,0.6775,0.0381,0.0125,0.0046,0.2617,0.0055
Seki et al. 2014,144.017,55.503,923,XP99?MC8,4.5,0.6828,0.0394,0.0148,0.003,0.2551,0.005
Seki et al. 2014,140.841,55.586,184,XP99 St.50MC,7.4,0.6728,0.0201,0.0061,0.003,0.2924,0.0056
Seki et al. 2014,139.858,55.65,141,XP99 St.53MC,8,0.1671,0.0456,0.0136,0.0115,0.7532,0.009
Seki et al. 2014,138.902,55.741,108,XP99 St.59MC,8.2,0.6624,0.0188,0.0065,0.0044,0.3038,0.004
Seki et al. 2014,141.001,54.987,134,XP99 St.63MC,7.8,0.6856,0.0207,0.0059,0.0044,0.28,0.0034
Seki et al. 2014,141.991,54.986,117,XP99 St.68MC,7.4,0.6515,0.0211,0.0069,0.0049,0.3124,0.0032
Seki et al. 2014,147.473,49.538,1242,XP00 St.31MC,6.6,0.6607,0.0585,0.0274,0.0035,0.2431,0.0067
Seki et al. 2014,144.133,51.251,154,XP00 MC5,5.9,0.6888,0.0205,0.0067,0.0044,0.2758,0.0038
Seki et al. 2014,143.839,52.972,72,XP00 MC6,6.1,0.6648,0.0217,0.0068,0.004,0.2984,0.0044
Seki et al. 2014,144.39,52.976,444,XP00 MC7,6,0.6352,0.0193,0.0064,0.0049,0.33,0.0042
Seki et al. 2014,143.006,55.005,105,XP00 MC14,6.1,0.6602,0.0158,0.0042,0.003,0.3125,0.0042
Seki et al. 2014,141.988,54.24,48,Kh06-G12,8.6,0.1593,0.0654,0.0196,0.0083,0.7371,0.0103
Seki et al. 2014,141.985,55.473,245,Kh06-F5,6.5,0.6442,0.0209,0.0064,0.0039,0.3202,0.0043
Seki et al. 2014,144.141,54.003,970,Kh06-D3,5.9,0.7043,0.035,0.0118,0.0033,0.2402,0.0053
Seki et al. 2014,144.85,54.005,1425,Kh06-D1,6.9,0.6466,0.0742,0.0287,0.0031,0.2403,0.0071
Seki et al. 2014,145.002,52.241,850,Kh07-C6,6.2,0.6843,0.0312,0.0113,0.0042,0.2631,0.0059
Seki et al. 2014,146.003,52.242,1431,Kh07-C9,6.5,0.6046,0.0831,0.044,0.0035,0.2553,0.0094
Seki et al. 2014,144.518,49.501,127,Kh06-B7,7,0.6583,0.0203,0.0073,0.0049,0.3047,0.0044
Seki et al. 2014,145.002,49.492,267,Kh07-B6,6.4,0.7365,0.022,0.0066,0.0038,0.2271,0.0039
Seki et al. 2014,148.259,49.5,1035,Kh07-B1,5.6,0.6551,0.0701,0.0284,0.0043,0.2335,0.0085
Seki et al. 2014,149.205,51.272,1250,YK07-12 St1,5.1,0.6446,0.0698,0.0299,0.0036,0.2434,0.0086
Seki et al. 2014,149.141,52.657,1000,YK07-12 St5,5,0.6476,0.091,0.0377,0.0034,0.2109,0.0094
Seki et al. 2014,149,53.153,1500,YK07-12 St6,5,0.6404,0.0818,0.0404,0.0031,0.2266,0.0077
Seki et al. 2014,150.074,53.276,1140,YK07-12 St8,4.7,0.6265,0.059,0.0302,0.0038,0.271,0.0096
Seki et al. 2014,149.323,54.751,600,YK07-12 St10,4.7,0.7289,0.0321,0.0089,0.0027,0.2225,0.005
Seki et al. 2014,123.3,4.47,4095,ODP767,28.9,0.2378,0.0625,0.0824,0.0148,0.5533,0.0493
Seki et al. 2014,119.421,16.391,1529,ODP772,28.3,0.1515,0.0491,0.0891,0.0155,0.6439,0.051
Seki et al. 2014,141.189,30.517,2958,ODP782,22.9,0.3011,0.0667,0.066,0.0096,0.523,0.0336
Seki et al. 2014,140.533,31.635,2964,ODP793,22.7,0.2633,0.0553,0.0557,0.0106,0.5788,0.0364
Seki et al. 2014,139.247,42.509,2570,ODP796,12,0.4809,0.0507,0.0233,0.0037,0.4323,0.0092
Seki et al. 2014,133.52,39.132,2073,ODP799,13.4,0.483,0.0331,0.0172,0.0063,0.4515,0.009
Seki et al. 2014,134.567,32.211,4676,ODP808,23.1,0.2908,0.0608,0.0655,0.0129,0.5331,0.0369
Seki et al. 2014,172.207,5.334,1254,ODP871,28.8,0.2734,0.0662,0.0763,0.0128,0.5383,0.033
Seki et al. 2014,167.36,50.218,3244,ODP882,5.5,0.2581,0.0707,0.0817,0.0117,0.535,0.0429
Seki et al. 2014,167.4613,51.11898,3826,ODP883,5.5,0.4689,0.068,0.0302,0.0031,0.4192,0.0106
Seki et al. 2014,168.202,51.27,3826,ODP884,5.5,0.4305,0.0724,0.0343,0.0039,0.446,0.013
Seki et al. 2014,-148.268,54.219,3631,ODP887,7.2,0.451,0.0567,0.0438,0.0031,0.4327,0.0128
Seki et al. 2014,117.251,20.318,2035,ODP1144,26.4,0.248,0.071,0.0906,0.0142,0.5206,0.0556
Seki et al. 2014,116.339,18.502,3297,ODP1148,27,0.2346,0.0634,0.0816,0.012,0.5533,0.0551
Seki et al. 2014,143.211,31.205,5817,ODP1149,22.5,0.3514,0.0502,0.053,0.0102,0.4996,0.0357
Seki et al. 2014,135.151,32.147,4790,ODP1173,22.9,0.2448,0.0556,0.0581,0.0122,0.594,0.0354
Seki et al. 2014,134.387,32.359,2997,ODP1175,23.1,0.3779,0.0811,0.0603,0.0087,0.4507,0.0213
Seki et al. 2014,134.288,32.439,1741,ODP1178,23.3,0.2878,0.0703,0.0738,0.0131,0.5134,0.0416
Seki et al. 2014,159.578,41.479,5565,ODP1179,11.5,0.4647,0.0628,0.0273,0.004,0.4284,0.0127
Seki et al. 2014,122.3,24.482,1274,ODP1202,26.2,0.2949,0.0557,0.0676,0.0141,0.5288,0.0389
Seki et al. 2014,162.451,37.474,3100,ODP1207,17.1,0.3564,0.0487,0.0364,0.0042,0.5174,0.0369
Seki et al. 2014,158.121,36.763,3345,ODP1208,18.3,0.3339,0.0567,0.0511,0.008,0.518,0.0324
Seki et al. 2014,157.51,32.013,2907,ODP1211,21.4,0.299,0.0575,0.054,0.0097,0.5381,0.0417
Seki et al. 2014,157.427,32.269,2682,ODP1212,21.4,0.302,0.0584,0.0523,0.0087,0.5408,0.0378
