Site,Latitude,Longitude,Palaeolatitude,Palaeolongitude,Depth,Age,Epoch,Stage,AgeModel,GDGTData,ABS_GDGT_0,ABS_GDGT_1,ABS_GDGT_2,ABS_GDGT_3,ABS_Crenarchaeol,ABS_Cren,GDGT_0,GDGT_1,GDGT_2,GDGT_3,Crenarchaeol,Cren
IODP U1318,51.44,-11.55,50.1,-13.9,91.47,12.795,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),7750000,1480000,972000,348000,10900000,394000,0.3547885,0.0677532,0.0444973,0.0159311,0.4989929,0.018037
IODP U1318,51.44,-11.55,50.1,-13.9,92.05,12.803,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),5330000,1040000,686000,246000,7680000,275000,0.3493478,0.0681654,0.044963,0.0161237,0.5033755,0.0180245
IODP U1318,51.44,-11.55,50.1,-13.9,92.55,12.81,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),7590000,1490000,974000,363000,11400000,445000,0.3409397,0.0669302,0.0437517,0.0163058,0.5120834,0.0199892
IODP U1318,51.44,-11.55,50.1,-13.9,93.05,12.816,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),5020000,897000,574000,218000,6600000,217000,0.3711371,0.0663167,0.0424368,0.0161171,0.4879491,0.0160432
IODP U1318,51.44,-11.55,50.1,-13.9,93.51,12.822,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),5040000,985000,665000,249000,7100000,251000,0.3526942,0.0689293,0.046536,0.0174248,0.4968509,0.0175647
IODP U1318,51.44,-11.55,50.1,-13.9,94.01,12.829,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),68400000,15200000,11300000,4240000,113000000,4540000,0.3156729,0.0701495,0.0521506,0.019568,0.5215064,0.0209526
IODP U1318,51.44,-11.55,50.1,-13.9,94.55,12.837,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),7470000,1460000,971000,362000,10800000,367000,0.3485768,0.0681288,0.0453103,0.0168922,0.5039664,0.0171255
IODP U1318,51.44,-11.55,50.1,-13.9,95.03,12.845,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),58200000,12700000,9240000,3650000,94900000,3530000,0.3193941,0.069696,0.0507079,0.0200307,0.520799,0.0193722
IODP U1318,51.44,-11.55,50.1,-13.9,95.52,12.852,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),63600000,12700000,8210000,3230000,94300000,3210000,0.3433198,0.068556,0.0443185,0.0174359,0.5090418,0.0173279
IODP U1318,51.44,-11.55,50.1,-13.9,96.03,12.86,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),69900000,14600000,10600000,4270000,111000000,4470000,0.3253584,0.0679575,0.049339,0.0198753,0.5166636,0.0208062
IODP U1318,51.44,-11.55,50.1,-13.9,96.52,12.867,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),2740000,580000,448000,174000,4330000,172000,0.3244908,0.0686878,0.0530554,0.0206063,0.5127901,0.0203695
IODP U1318,51.44,-11.55,50.1,-13.9,97.02,12.875,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),7430000,1420000,909000,348000,11000000,425000,0.3450678,0.0659484,0.0422162,0.016162,0.5108675,0.0197381
IODP U1318,51.44,-11.55,50.1,-13.9,97.52,12.883,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),3880000,723000,467000,175000,5180000,176000,0.3660032,0.0682011,0.0440524,0.0165079,0.4886331,0.0166022
IODP U1318,51.44,-11.55,50.1,-13.9,98.02,12.89,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),9460000,1800000,1140000,422000,13100000,451000,0.3587002,0.0682516,0.043226,0.0160012,0.4967201,0.0171008
IODP U1318,51.44,-11.55,50.1,-14,100.3,13.011,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),83200000,18700000,13800000,5680000,139000000,5140000,0.3133474,0.0704278,0.0519735,0.021392,0.5235011,0.0193582
IODP U1318,51.44,-11.55,50.1,-14,100.8,13.029,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),13800000,2980000,2110000,845000,22000000,787000,0.3245379,0.0700814,0.0496214,0.0198721,0.5173792,0.0185081
IODP U1318,51.44,-11.55,50.1,-14,101.33,13.048,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),4780000,834000,523000,197000,7580000,222000,0.3381437,0.0589983,0.0369977,0.013936,0.5362196,0.0157046
IODP U1318,51.44,-11.55,50.1,-14,101.8,13.065,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),175000000,34300000,22600000,8490000,245000000,9090000,0.3539071,0.0693658,0.0457046,0.0171696,0.49547,0.0183829
IODP U1318,51.44,-11.55,50.1,-14,102.3,13.083,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),19300000,3570000,2320000,817000,26500000,1030000,0.3604983,0.0666829,0.0433345,0.0152605,0.4949848,0.019239
IODP U1318,51.44,-11.55,50.1,-14,102.83,13.102,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),16200000,3640000,2800000,1150000,26900000,1070000,0.312983,0.0703246,0.0540958,0.0222179,0.5197063,0.0206723
IODP U1318,51.44,-11.55,50.1,-14,103.3,13.119,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),11400000,2590000,1990000,828000,19700000,875000,0.3049514,0.0692828,0.0532328,0.0221491,0.5269775,0.0234064
IODP U1318,51.44,-11.55,50.1,-14,103.8,13.137,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),29700000,5560000,3500000,1310000,41900000,1460000,0.3559871,0.0666427,0.0419513,0.0157018,0.5022174,0.0174997
IODP U1318,51.44,-11.55,50.1,-14,104.33,13.156,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),14900000,2900000,1960000,772000,25300000,825000,0.3193519,0.0621557,0.0420087,0.0165463,0.5422552,0.0176822
IODP U1318,51.44,-11.55,50.1,-14,104.8,13.173,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),227000000,45500000,28200000,10500000,284000000,11400000,0.3742169,0.0750082,0.0464886,0.0173096,0.4681833,0.0187933
IODP U1318,51.44,-11.55,50.1,-14,105.3,13.188,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),25900000,4800000,2990000,1120000,36500000,1190000,0.3572414,0.0662069,0.0412414,0.0154483,0.5034483,0.0164138
IODP U1318,51.44,-11.55,50.1,-14,105.83,13.202,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),25900000,4430000,2600000,972000,32000000,991000,0.3871855,0.0662252,0.038868,0.0145307,0.4783759,0.0148147
IODP U1318,51.44,-11.55,50.1,-14,106.3,13.214,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),35800000,6880000,4380000,1670000,55900000,1660000,0.3368144,0.0647286,0.041208,0.0157117,0.5259197,0.0156176
IODP U1318,51.44,-11.55,50.1,-14,106.8,13.226,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),60900000,11500000,7260000,2750000,89100000,2840000,0.3492974,0.0659593,0.0416404,0.0157729,0.511041,0.0162891
IODP U1318,51.44,-11.55,50.1,-14,107.33,13.24,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),33000000,6500000,4210000,1580000,49300000,1650000,0.3428928,0.0675395,0.0437448,0.0164173,0.512261,0.0171446
IODP U1318,51.44,-11.55,50.1,-14,107.8,13.252,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),25900000,5300000,3670000,1400000,41600000,1600000,0.3259091,0.0666918,0.0461809,0.0176167,0.523468,0.0201334
IODP U1318,51.44,-11.55,50.1,-14,108.3,13.264,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),27700000,5010000,3060000,1120000,37000000,1170000,0.3690381,0.0667466,0.0407674,0.0149214,0.492939,0.0155875
IODP U1318,51.44,-11.55,50.1,-14,109.8,13.316,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),19600000,4190000,2920000,1100000,30900000,1160000,0.327376,0.069985,0.0487723,0.0183731,0.5161183,0.0193753
IODP U1318,51.44,-11.55,50.1,-14,110.4,13.331,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),161000000,34200000,23900000,8600000,239000000,9470000,0.3381145,0.0718231,0.0501922,0.0180608,0.5019216,0.0198879
IODP U1318,51.44,-11.55,50.1,-14,110.9,13.344,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),20800000,4080000,2680000,1040000,30800000,1040000,0.344143,0.067505,0.0443415,0.0172071,0.5095963,0.0172071
IODP U1318,51.44,-11.55,50.1,-14,111.43,13.357,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),35300000,6190000,3790000,1420000,47900000,1450000,0.3675169,0.0644456,0.0394586,0.014784,0.4986986,0.0150963
IODP U1318,51.44,-11.55,50.1,-14,111.9,13.368,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),230000000,43000000,25900000,9780000,275000000,9810000,0.3875381,0.0724528,0.0436402,0.0164788,0.4633608,0.0165293
IODP U1318,51.44,-11.55,50.1,-14,112.4,13.377,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),59600000,11400000,7140000,2690000,89000000,2910000,0.3450272,0.0659951,0.0413338,0.0155725,0.5152252,0.0168461
IODP U1318,51.44,-11.55,50.1,-14,112.93,13.386,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),243000000,55700000,36600000,13600000,311000000,14200000,0.3604806,0.0826287,0.0542946,0.020175,0.4613559,0.0210651
IODP U1318,51.44,-11.55,50.1,-14,113.4,13.395,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),29100000,6500000,4540000,1910000,51500000,1960000,0.3046801,0.0680557,0.0475343,0.0199979,0.5392106,0.0205214
IODP U1318,51.44,-11.55,50.1,-14,113.9,13.404,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),249000000,59500000,41200000,14800000,319000000,15600000,0.3561722,0.0851094,0.0589329,0.0211701,0.456301,0.0223144
IODP U1318,51.44,-11.55,50.1,-14,114.43,13.413,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),45000000,7820000,4780000,1760000,64900000,2100000,0.3561254,0.0618867,0.0378284,0.0139285,0.5136119,0.0166192
IODP U1318,51.44,-11.55,50.1,-14,114.9,13.422,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),29400000,6330000,4360000,1760000,52000000,1760000,0.3074992,0.0662065,0.0456019,0.0184081,0.5438762,0.0184081
IODP U1318,51.44,-11.55,50.1,-14,115.4,13.431,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),13600000,2870000,2040000,869000,21000000,711000,0.3309808,0.0698467,0.0496471,0.0211487,0.5110733,0.0173035
IODP U1318,51.44,-11.55,50.1,-14,115.93,13.441,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),37100000,8720000,6630000,2790000,68700000,2590000,0.2932111,0.0689165,0.0523986,0.0220501,0.5429542,0.0204695
IODP U1318,51.44,-11.55,50.1,-14,116.4,13.449,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),239000000,62300000,46700000,18900000,321000000,19300000,0.3379525,0.0880939,0.0660351,0.0267251,0.4539027,0.0272907
IODP U1318,51.44,-11.55,50,-14,116.9,13.458,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),18200000,4640000,3830000,1670000,35300000,1530000,0.2792696,0.0711984,0.0587694,0.0256253,0.5416603,0.0234771
IODP U1318,51.44,-11.55,50,-14,117.33,13.466,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),14200000,3510000,2890000,1260000,26700000,1220000,0.2852551,0.0705102,0.0580554,0.0253114,0.53636,0.0245078
IODP U1318,51.44,-11.55,50,-14,117.65,13.472,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),14400000,3360000,2550000,1070000,25900000,1090000,0.2977052,0.0694645,0.0527186,0.0221211,0.5354559,0.0225346
IODP U1318,51.44,-11.55,50,-14,117.7,13.492,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),22600000,4400000,2830000,1010000,32500000,1110000,0.3506594,0.06827,0.04391,0.0156711,0.5042669,0.0172227
IODP U1318,51.44,-11.55,50,-14,119.43,13.498,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),21500000,4130000,2580000,946000,30400000,986000,0.3551254,0.0682171,0.042615,0.0156255,0.5021308,0.0162862
IODP U1318,51.44,-11.55,50,-14,118.2,13.501,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),19000000,3800000,2450000,892000,28600000,941000,0.3412172,0.0682434,0.0439991,0.0160193,0.5136218,0.0168992
IODP U1318,51.44,-11.55,50,-14,119.9,13.506,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),35900000,6940000,4380000,1610000,56000000,1920000,0.3362998,0.0650117,0.0410304,0.015082,0.5245902,0.0179859
IODP U1318,51.44,-11.55,50,-14,118.7,13.51,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),10200000,2190000,1650000,654000,18900000,674000,0.2976538,0.063908,0.0481499,0.0190849,0.551535,0.0196685
IODP U1318,51.44,-11.55,50,-14,120.4,13.516,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),11600000,2390000,1680000,662000,20200000,684000,0.3116939,0.0642197,0.0451419,0.017788,0.5427773,0.0183792
IODP U1318,51.44,-11.55,50,-14,119.2,13.519,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),24000000,4850000,3210000,1130000,37100000,1270000,0.3353829,0.0677753,0.0448575,0.0157909,0.5184461,0.0177473
IODP U1318,51.44,-11.55,50,-14,120.93,13.525,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),12400000,2350000,1570000,590000,20100000,650000,0.3292618,0.0624004,0.0416888,0.0156665,0.5337228,0.0172597
IODP U1318,51.44,-11.55,50,-14,119.7,13.528,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),11600000,2600000,1960000,798000,19200000,734000,0.3144313,0.070476,0.053128,0.0216307,0.520438,0.0198959
IODP U1318,51.44,-11.55,50,-14,121.4,13.534,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),19400000,4750000,3910000,1630000,39000000,1600000,0.2759994,0.0675772,0.0556267,0.0231896,0.5548442,0.0227628
IODP U1318,51.44,-11.55,50,-14,120.2,13.537,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),11900000,2570000,1840000,719000,22400000,750000,0.2961746,0.0639638,0.0457951,0.0178949,0.5575052,0.0186665
IODP U1318,51.44,-11.55,50,-14,121.9,13.543,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),16400000,3150000,2220000,862000,23900000,876000,0.3459332,0.0664445,0.0468275,0.0181826,0.5041343,0.0184779
IODP U1318,51.44,-11.55,50,-14,120.7,13.546,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),34400000,6110000,3750000,1380000,48400000,1520000,0.3599833,0.0639389,0.0392424,0.0144412,0.5064881,0.0159062
IODP U1318,51.44,-11.55,50,-14,122.43,13.552,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),12200000,2760000,2140000,881000,24100000,892000,0.2838992,0.0642264,0.0497987,0.0205012,0.5608173,0.0207572
IODP U1318,51.44,-11.55,50,-14,121.2,13.555,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),9510000,2100000,1580000,629000,16100000,654000,0.3110588,0.0686881,0.0516796,0.0205737,0.5266084,0.0213914
IODP U1318,51.44,-11.55,50,-14,122.9,13.561,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),14400000,2940000,2100000,760000,24900000,866000,0.313275,0.0639603,0.0456859,0.016534,0.5417047,0.01884
IODP U1318,51.44,-11.55,50,-14,121.7,13.564,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),8080000,1720000,1210000,484000,12700000,487000,0.3273773,0.0696892,0.0490256,0.0196102,0.5145659,0.0197318
IODP U1318,51.44,-11.55,50,-14,122.2,13.573,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),11800000,2170000,1350000,473000,16200000,467000,0.3635243,0.0668515,0.0415896,0.0145718,0.4990758,0.0143869
IODP U1318,51.44,-11.55,50,-14,123.93,13.58,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),34800000,6150000,3720000,1370000,49100000,1440000,0.360323,0.0636778,0.0385173,0.0141851,0.5083868,0.0149099
IODP U1318,51.44,-11.55,50,-14,122.7,13.582,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),39300000,7090000,4260000,1560000,59100000,1650000,0.3479108,0.0627656,0.0377125,0.0138102,0.5231941,0.0146069
IODP U1318,51.44,-11.55,50,-14,124.4,13.588,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),25900000,4890000,3070000,1120000,38700000,1240000,0.3457021,0.0652696,0.040977,0.0149493,0.516551,0.016551
IODP U1318,51.44,-11.55,50,-14,123.2,13.591,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),35800000,6480000,4030000,1450000,55200000,1550000,0.342551,0.0620036,0.0385609,0.0138743,0.5281791,0.0148311
IODP U1318,51.44,-11.55,50,-14.1,124.9,13.597,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),27800000,5590000,3740000,1340000,47300000,1560000,0.3183328,0.0640101,0.0428261,0.0153441,0.5416237,0.0178633
IODP U1318,51.44,-11.55,50,-14.1,123.7,13.601,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),15500000,2910000,1840000,671000,26000000,730000,0.3252817,0.061069,0.0386141,0.0140816,0.5456339,0.0153197
IODP U1318,51.44,-11.55,50,-14.1,125.43,13.607,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),19900000,3890000,2460000,877000,30500000,1010000,0.3393762,0.0663404,0.041953,0.0149564,0.5201494,0.0172246
IODP U1318,51.44,-11.55,50,-14.1,124.2,13.61,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),34400000,6250000,4000000,1410000,51700000,1580000,0.3462855,0.0629152,0.0402658,0.0141937,0.5204349,0.015905
IODP U1318,51.44,-11.55,50,-14.1,125.9,13.617,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),17300000,3630000,2510000,864000,27100000,994000,0.3301653,0.0692775,0.0479026,0.0164892,0.5171953,0.0189702
IODP U1318,51.44,-11.55,50,-14.1,124.7,13.621,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),28900000,5720000,4090000,1400000,47400000,1530000,0.3245732,0.0642408,0.0459344,0.0157233,0.532345,0.0171833
IODP U1318,51.44,-11.55,50,-14.1,126.46,13.629,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),18500000,3770000,2560000,904000,29100000,1060000,0.3309836,0.0674491,0.045801,0.0161735,0.5206283,0.0189645
IODP U1318,51.44,-11.55,50,-14.1,125.19,13.632,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),14900000,2810000,1830000,628000,24400000,810000,0.3283529,0.0619243,0.0403279,0.0138393,0.5377055,0.0178501
IODP U1318,51.44,-11.55,50,-14.1,126.93,13.64,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),10400000,1900000,1270000,447000,16600000,540000,0.3337934,0.0609815,0.0407613,0.0143467,0.5327856,0.0173316
IODP U1318,51.44,-11.55,50,-14.1,125.84,13.647,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),14400000,3050000,2100000,740000,24000000,914000,0.3185559,0.0674719,0.0464561,0.0163702,0.5309265,0.0202194
IODP U1318,51.44,-11.55,50,-14.1,127.29,13.648,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),18700000,4080000,2860000,1080000,30700000,1060000,0.3197674,0.0697674,0.0489056,0.0184679,0.5249658,0.0181259
IODP U1318,51.44,-11.55,50,-14.1,126.3,13.657,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),34100000,6190000,3910000,1390000,51300000,1420000,0.346862,0.0629641,0.0397721,0.0141389,0.5218187,0.0144441
IODP U1318,51.44,-11.55,50,-14.1,126.84,13.669,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),69300000,12300000,7670000,2820000,104000000,2920000,0.3482237,0.0618059,0.0385408,0.0141701,0.5225868,0.0146726
IODP U1318,51.44,-11.55,50,-14.1,127.26,13.678,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),44200000,8600000,5760000,2090000,65900000,2150000,0.3434343,0.0668221,0.0447552,0.0162393,0.5120435,0.0167055
IODP U1318,51.44,-11.55,50,-14.1,127.74,13.689,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),35600000,7670000,6060000,2170000,66000000,2630000,0.2963456,0.0638475,0.0504454,0.0180638,0.5494048,0.0218929
IODP U1318,51.44,-11.55,50,-14.1,128.26,13.701,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),21600000,4750000,3570000,1280000,39700000,1620000,0.2978489,0.0654992,0.0492278,0.0176503,0.5474352,0.0223387
IODP U1318,51.44,-11.55,50,-14.1,128.76,13.712,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),31300000,6400000,4710000,1720000,54100000,1980000,0.3123441,0.0638659,0.0470013,0.017164,0.5398663,0.0197585
IODP U1318,51.44,-11.55,50,-14.1,129.22,13.722,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),21800000,4260000,2910000,1080000,38500000,1250000,0.3123209,0.0610315,0.0416905,0.0154728,0.5515759,0.0179083
IODP U1318,51.44,-11.55,50,-14.1,129.77,13.735,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),18500000,3890000,2860000,1070000,33100000,1240000,0.3049786,0.0641279,0.047148,0.0176393,0.5456644,0.0204418
IODP U1318,51.44,-11.55,50,-14.1,130.26,13.745,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),16200000,3550000,2660000,999000,29400000,1140000,0.3002836,0.0658029,0.0493058,0.0185175,0.5449591,0.0211311
IODP U1318,51.44,-11.55,50,-14.1,130.72,13.756,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),19000000,3920000,2790000,1030000,34200000,1200000,0.3057612,0.0630834,0.0448986,0.0165755,0.5503701,0.0193112
IODP U1318,51.44,-11.55,50,-14.1,131.27,13.768,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),21500000,4310000,3020000,1070000,36400000,1280000,0.3181415,0.0637763,0.0446878,0.0158331,0.5386209,0.0189405
IODP U1318,51.44,-11.55,50,-14.1,131.76,13.779,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),17200000,3510000,2450000,879000,30900000,1070000,0.3070935,0.0626685,0.043743,0.0156939,0.551697,0.0191041
IODP U1318,51.44,-11.55,50,-14.1,132.22,13.789,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),24700000,5190000,3800000,1340000,45100000,1590000,0.3022516,0.0635095,0.0465002,0.0163975,0.5518845,0.0194567
IODP U1318,51.44,-11.55,50,-14.1,132.78,13.802,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),10600000,2300000,1780000,644000,20900000,786000,0.2864091,0.0621454,0.0480951,0.0174007,0.5647122,0.0212375
IODP U1318,51.44,-11.55,50,-14.1,133.26,13.813,Miocene,Serravallian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),6640000,1470000,1120000,413000,13600000,516000,0.279473,0.0618713,0.04714,0.0173829,0.5724147,0.0217181
IODP U1318,51.44,-11.55,50,-14.1,133.72,13.823,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),9850000,2170000,1670000,588000,19100000,694000,0.2890937,0.0636887,0.0490139,0.0172576,0.5605776,0.0203686
IODP U1318,51.44,-11.55,50,-14.1,134.26,13.835,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),15000000,3310000,2530000,927000,27600000,1060000,0.2974597,0.0656394,0.0501715,0.018383,0.5473258,0.0210205
IODP U1318,51.44,-11.55,50,-14.1,134.76,13.846,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),11900000,2720000,2080000,735000,21900000,869000,0.2959904,0.067655,0.0517361,0.0182818,0.5447219,0.0216148
IODP U1318,51.44,-11.55,50,-14.1,135.19,13.856,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),15700000,3400000,2660000,930000,28700000,1110000,0.2990476,0.0647619,0.0506667,0.0177143,0.5466667,0.0211429
IODP U1318,51.44,-11.55,50,-14.1,135.63,13.865,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),49800000,12100000,10100000,3840000,104000000,4400000,0.2702996,0.0656752,0.0548198,0.0208424,0.5644811,0.0238819
IODP U1318,51.44,-11.55,50,-14.1,136.1,13.876,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),8510000,1870000,1530000,549000,14600000,615000,0.3075089,0.0675725,0.0552866,0.0198381,0.527571,0.022223
IODP U1318,51.44,-11.55,50,-14.1,136.6,13.887,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),32200000,7270000,5770000,2100000,63500000,2440000,0.2842514,0.0641773,0.0509357,0.0185381,0.5605579,0.0215395
IODP U1318,51.44,-11.55,50,-14.1,137.14,13.899,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),42600000,8970000,7160000,2550000,77500000,3110000,0.3002326,0.063218,0.0504616,0.0179717,0.5461978,0.0219184
IODP U1318,51.44,-11.55,50,-14.1,137.6,13.91,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),26500000,6590000,5820000,2190000,58600000,2840000,0.2584357,0.0642676,0.0567583,0.0213575,0.5714843,0.0276965
IODP U1318,51.44,-11.55,50,-14.1,138.1,13.921,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),50600000,10700000,8010000,2940000,91900000,3540000,0.3017473,0.0638082,0.0477667,0.0175324,0.5480351,0.0211104
IODP U1318,51.44,-11.55,50,-14.1,138.64,13.933,Miocene,Langhian,Sangiorgi et al. (2021),Sangiorgi et al. (2021),41400000,8800000,6720000,2440000,75600000,2880000,0.3003482,0.0638421,0.0487522,0.0177017,0.548462,0.0208938
